"BOX","MONTH","DEPTH_BIN","min_val","max_val","n","sd","min_depth","max_depth","variable"
1,"12",4,5.2245,25.295,59,4.23947966420442,100,5000,"Nitrate"
2,"02",1,2.23,14.86,172,2.0127493362366,0,10,"Nitrate"
2,"02",2,4.61,9.58,44,1.11546082590229,10,30,"Nitrate"
2,"02",3,2.57,15.07,199,2.01451602966191,30,100,"Nitrate"
2,"02",4,8.21,15.2,14,2.15280445767075,100,5000,"Nitrate"
2,"03",1,0.12,13.72,385,2.14185738713599,0,10,"Nitrate"
2,"03",2,1.03,9.8,230,1.63341379874614,10,30,"Nitrate"
2,"03",3,0.87,14.85,502,2.1760444798701,30,100,"Nitrate"
2,"03",4,5.96,20.42,50,3.16562684252621,100,5000,"Nitrate"
2,"04",1,0.16,8.05,113,1.96182234710949,0,10,"Nitrate"
2,"04",2,0.12,9.91,136,2.02765367138905,10,30,"Nitrate"
2,"04",3,2.09,17.49,306,2.41036023370864,30,100,"Nitrate"
2,"04",4,11.39,20.87,8,3.57337350612635,100,5000,"Nitrate"
2,"07",1,0,2.18,120,0.478932958472775,0,10,"Nitrate"
2,"07",2,0,6.6,118,1.48927158833684,10,30,"Nitrate"
2,"07",3,0.51,12.08,216,2.64563211121133,30,100,"Nitrate"
2,"07",4,4.99,18.16,22,3.54724171850803,100,5000,"Nitrate"
2,"08",1,0.02,0.06,20,0.0156524758424985,0,10,"Nitrate"
2,"08",2,0.02,1.04,20,0.309429015752359,10,30,"Nitrate"
2,"08",3,0.02,10.69,36,3.93599381371304,30,100,"Nitrate"
2,"08",4,0.02,0.02,4,0,100,5000,"Nitrate"
2,"09",1,0,0.37,19,0.142432912288291,0,10,"Nitrate"
2,"09",2,0,4.43,28,1.46535475236018,10,30,"Nitrate"
2,"09",3,0.04,13.82,88,3.49502747981178,30,100,"Nitrate"
2,"10",1,0,2.0225,27,0.630605524018841,0,10,"Nitrate"
2,"10",2,0,9.506,53,2.00184179522589,10,30,"Nitrate"
2,"10",3,0.19,15.63,145,3.17698593403369,30,100,"Nitrate"
2,"12",1,5.49,6.38,8,0.400642341389781,0,10,"Nitrate"
2,"12",2,5.22,6.38,6,0.471879221835418,10,30,"Nitrate"
2,"12",3,5.73,7.79,20,0.60634778104562,30,100,"Nitrate"
3,"02",1,4.44,10.57,21,1.892841527339,0,10,"Nitrate"
3,"02",2,4.78,10.61,13,2.42681203777027,10,30,"Nitrate"
3,"02",3,5.42,11.16,21,2.00333626495309,30,100,"Nitrate"
3,"02",4,9.63,22.35,27,3.89678514585222,100,5000,"Nitrate"
3,"03",1,0.24,10.69,239,2.23605079160698,0,10,"Nitrate"
3,"03",2,0.25,9.82,277,2.20362527058853,10,30,"Nitrate"
3,"03",3,0.32,13.06,441,2.32219315036953,30,100,"Nitrate"
3,"03",4,0.01,23.05,418,4.30195456439675,100,5000,"Nitrate"
3,"04",1,0,8.68,207,1.62166157921582,0,10,"Nitrate"
3,"04",2,0,7.71,329,1.78256301848212,10,30,"Nitrate"
3,"04",3,0.17,13.4,768,2.96269475887738,30,100,"Nitrate"
3,"04",4,2.83,22.676,611,4.22875666485016,100,5000,"Nitrate"
3,"05",1,1.096,1.096,1,NA,0,10,"Nitrate"
3,"05",2,1.6455,2.704,2,0.748472527885961,10,30,"Nitrate"
3,"05",3,5.6705,9.519,6,1.48394192664897,30,100,"Nitrate"
3,"05",4,8.5495,16.3425,3,3.91867229853854,100,5000,"Nitrate"
3,"06",1,0.028,2.85,13,1.01358471493949,0,10,"Nitrate"
3,"06",2,0.05,4.36,26,1.45576641828811,10,30,"Nitrate"
3,"06",3,0.53,11.454,58,3.20091865178826,30,100,"Nitrate"
3,"06",4,7.04,21.341,35,3.92094013186214,100,5000,"Nitrate"
3,"07",1,0,6.05,265,0.620138780369555,0,10,"Nitrate"
3,"07",2,0,5.54,268,1.39355853991104,10,30,"Nitrate"
3,"07",3,0.03,16.2,294,3.24955126571731,30,100,"Nitrate"
3,"07",4,6.15,21.43,350,3.46417300968285,100,5000,"Nitrate"
3,"08",1,0,1.05,34,0.284956293361911,0,10,"Nitrate"
3,"08",2,0,3.24,34,0.896867046506189,10,30,"Nitrate"
3,"08",3,0.02,14.16,36,3.90050752700901,30,100,"Nitrate"
3,"08",4,0.02,21.67,44,7.46505981023606,100,5000,"Nitrate"
3,"09",1,0,1.74,175,0.218265957139397,0,10,"Nitrate"
3,"09",2,0,8.96,309,1.47523068216009,10,30,"Nitrate"
3,"09",3,0,16.48,745,3.43334711343223,30,100,"Nitrate"
3,"09",4,6.96,22.43,464,3.62990966081224,100,5000,"Nitrate"
3,"10",1,0,3.69,199,0.661422938654985,0,10,"Nitrate"
3,"10",2,0,5.613,296,0.972289462576871,10,30,"Nitrate"
3,"10",3,0,16.22,751,3.64845764365293,30,100,"Nitrate"
3,"10",4,8.04,22.05,517,3.38840135047931,100,5000,"Nitrate"
3,"12",1,1.96,9.81,53,2.4864601414125,0,10,"Nitrate"
3,"12",2,2.65,10.78,60,2.02402719108918,10,30,"Nitrate"
3,"12",3,2.68,14.15,155,2.38834595534856,30,100,"Nitrate"
3,"12",4,6.75,23.385,103,3.68319574960995,100,5000,"Nitrate"
4,"02",1,8.69,8.69,1,NA,0,10,"Nitrate"
4,"02",2,6.45,8.61,4,1.05768615382825,10,30,"Nitrate"
4,"02",3,8.04,8.65,4,0.281484161780612,30,100,"Nitrate"
4,"03",1,0.11,16.02,444,2.37302073136224,0,10,"Nitrate"
4,"03",2,0.21,9.38,454,2.19535612619802,10,30,"Nitrate"
4,"03",3,0.43,11.77,703,2.19692937314738,30,100,"Nitrate"
4,"03",4,2.04,20.74,227,3.42411413920428,100,5000,"Nitrate"
4,"04",1,0,7.06,190,1.57261038143534,0,10,"Nitrate"
4,"04",2,0,6.28,296,1.69796753352564,10,30,"Nitrate"
4,"04",3,0.1005,15.241,738,2.63010580707761,30,100,"Nitrate"
4,"04",4,4.37,21.8965,128,3.82750576895134,100,5000,"Nitrate"
4,"05",1,0.1055,2.1905,15,0.681643435976262,0,10,"Nitrate"
4,"05",2,0.132,3.1185,30,0.845332437497259,10,30,"Nitrate"
4,"05",3,0.2005,10.7395,82,2.32067515121843,30,100,"Nitrate"
4,"05",4,6.0935,21.135,13,4.29179742618823,100,5000,"Nitrate"
4,"06",1,0,1.61,20,0.51264638474242,0,10,"Nitrate"
4,"06",2,0.05,2.53,28,0.893604554895005,10,30,"Nitrate"
4,"06",3,0.98,11.27,58,3.02494669049535,30,100,"Nitrate"
4,"06",4,9.56,18.65,16,3.20402552788415,100,5000,"Nitrate"
4,"07",1,0,5.42,784,1.2740007682964,0,10,"Nitrate"
4,"07",2,0,8.42,785,1.89883890357335,10,30,"Nitrate"
4,"07",3,0,14.97,1131,2.42160508199286,30,100,"Nitrate"
4,"07",4,4,23.31,386,3.29064652454377,100,5000,"Nitrate"
4,"08",1,0,1.44,84,0.452086940572181,0,10,"Nitrate"
4,"08",2,0,4.67,84,1.07636828023627,10,30,"Nitrate"
4,"08",3,0.02,12.22,120,3.41036292601167,30,100,"Nitrate"
4,"08",4,0.02,19.41,45,4.40426099924777,100,5000,"Nitrate"
4,"09",1,0,6.08,79,1.08265274604405,0,10,"Nitrate"
4,"09",2,0,6.56,136,1.81038791296916,10,30,"Nitrate"
4,"09",3,0,13.57,336,2.86235949646329,30,100,"Nitrate"
4,"09",4,6.87,15.81,49,2.29731414828673,100,5000,"Nitrate"
4,"10",1,0,7.918,160,1.2899559381949,0,10,"Nitrate"
4,"10",2,0,9.749,294,1.63571133731496,10,30,"Nitrate"
4,"10",3,0,16.3785,759,3.37385683066254,30,100,"Nitrate"
4,"10",4,7.462,21.433,133,3.22407667697754,100,5000,"Nitrate"
4,"12",1,1.14,5.766,13,1.41126376807347,0,10,"Nitrate"
4,"12",2,1.03,6.15,31,1.49590960999999,10,30,"Nitrate"
4,"12",3,2.21,12.855,65,2.69730267047542,30,100,"Nitrate"
4,"12",4,7.04,12.275,3,2.88892857878718,100,5000,"Nitrate"
5,"01",1,0.99,5.8,32,1.61756836620739,0,10,"Nitrate"
5,"01",2,1.04,5.82,32,1.63256329225724,10,30,"Nitrate"
5,"01",3,0.91,9.97,66,2.05594459599917,30,100,"Nitrate"
5,"01",4,2.73,15.65,36,3.18685727413612,100,5000,"Nitrate"
5,"02",1,1.587,9.777,461,1.30395813081654,0,10,"Nitrate"
5,"02",2,3.18,6.47,54,0.661780710881029,10,30,"Nitrate"
5,"02",3,3.18,14.8,108,1.84080279283751,30,100,"Nitrate"
5,"02",4,2.9,21.172,53,4.01298218476478,100,5000,"Nitrate"
5,"03",1,0.08,6.61,172,1.86184481245649,0,10,"Nitrate"
5,"03",2,0.09,6.92,177,1.83822686080424,10,30,"Nitrate"
5,"03",3,0.2,14.09,272,2.32334334175961,30,100,"Nitrate"
5,"03",4,1.84,20.87,183,4.75226525991368,100,5000,"Nitrate"
5,"04",1,0,4.537,214,0.707264056282977,0,10,"Nitrate"
5,"04",2,0,4.7385,326,1.02571066988524,10,30,"Nitrate"
5,"04",3,0,16.75,808,3.36643867426249,30,100,"Nitrate"
5,"04",4,1.3725,23.79281,313,4.84213988623787,100,5000,"Nitrate"
5,"05",1,0,1.688,137,0.311944191166862,0,10,"Nitrate"
5,"05",2,0,1.9095,162,0.459340608877508,10,30,"Nitrate"
5,"05",3,0,16.98,387,3.30290505784728,30,100,"Nitrate"
5,"05",4,1.93,22.047,153,5.04200843079956,100,5000,"Nitrate"
5,"06",1,0,0.83,161,0.145736128458933,0,10,"Nitrate"
5,"06",2,0,1.35,146,0.277834457768428,10,30,"Nitrate"
5,"06",3,0,15.56,260,3.14988231256292,30,100,"Nitrate"
5,"06",4,5.47,21.91,160,4.02820353981353,100,5000,"Nitrate"
5,"07",1,0,15.69,383,1.35918057738257,0,10,"Nitrate"
5,"07",2,0,7.99,368,0.695554628738144,10,30,"Nitrate"
5,"07",3,0,16.337,453,2.7866913381493,30,100,"Nitrate"
5,"07",4,0,24.023,378,3.90723829162954,100,5000,"Nitrate"
5,"08",1,0,1.74,150,0.381289648160271,0,10,"Nitrate"
5,"08",2,0,3.92,138,0.668533964226536,10,30,"Nitrate"
5,"08",3,0,12.07,194,3.09243436834999,30,100,"Nitrate"
5,"08",4,0.02,20.98,144,5.43385901349181,100,5000,"Nitrate"
5,"09",1,0,2.515,76,0.426209914717512,0,10,"Nitrate"
5,"09",2,0,2.69,141,0.539608557253117,10,30,"Nitrate"
5,"09",3,0,29.57,323,4.15616185001438,30,100,"Nitrate"
5,"09",4,6.42,27.58,117,4.2173221756405,100,5000,"Nitrate"
5,"10",1,0,2.659,175,0.351685469430949,0,10,"Nitrate"
5,"10",2,0,6.655,267,0.72216689383853,10,30,"Nitrate"
5,"10",3,0,14.875,628,3.6848943510647,30,100,"Nitrate"
5,"10",4,6.46,24.1755,228,3.93310401115773,100,5000,"Nitrate"
5,"11",1,0,3.8655,71,0.703700574428289,0,10,"Nitrate"
5,"11",2,0,5.9425,84,1.05237454834226,10,30,"Nitrate"
5,"11",3,0,13.9915,195,3.48897317825179,30,100,"Nitrate"
5,"11",4,6.73,24.142,75,3.81730968502051,100,5000,"Nitrate"
5,"12",1,1.09,4.15,55,1.01652717266237,0,10,"Nitrate"
5,"12",2,1.11,4.18,63,1.0226418926507,10,30,"Nitrate"
5,"12",3,1.07,14.41,128,2.60731457807449,30,100,"Nitrate"
5,"12",4,5.62,22.665,53,3.67487765035812,100,5000,"Nitrate"
6,"02",1,5.043,8.192,5,1.41739944969652,0,10,"Nitrate"
6,"02",3,7.588,8.907,4,0.642154900835201,30,100,"Nitrate"
6,"02",4,11.401,11.401,1,NA,100,5000,"Nitrate"
6,"03",1,0.15,8.29,112,2.83447436332469,0,10,"Nitrate"
6,"03",2,0.14,2.89,56,0.702796986259975,10,30,"Nitrate"
6,"03",3,0.14,11.4,112,2.94309359817288,30,100,"Nitrate"
6,"03",4,7,22.26,34,4.94253959849685,100,5000,"Nitrate"
6,"04",1,0,5.25,497,1.14671654360877,0,10,"Nitrate"
6,"04",2,0,6.77,781,1.30547544522887,10,30,"Nitrate"
6,"04",3,0,14.8,1887,2.74197711249753,30,100,"Nitrate"
6,"04",4,0.68,24.53,597,5.51377369145964,100,5000,"Nitrate"
6,"05",1,0,2.974,115,0.447520352971144,0,10,"Nitrate"
6,"05",2,0,3.115,153,0.590502378902934,10,30,"Nitrate"
6,"05",3,0,10.56,353,3.01772827729263,30,100,"Nitrate"
6,"05",4,0.9,24.2,70,6.64057432799228,100,5000,"Nitrate"
6,"06",1,0,1.97,382,0.18255029949502,0,10,"Nitrate"
6,"06",2,0,7.14,367,0.699753122375801,10,30,"Nitrate"
6,"06",3,0,15.19,349,3.39338157432775,30,100,"Nitrate"
6,"06",4,4.13,24.26,279,5.46089216232148,100,5000,"Nitrate"
6,"07",1,0,1.42,544,0.362679714766432,0,10,"Nitrate"
6,"07",2,0,3.14,545,0.578300277702952,10,30,"Nitrate"
6,"07",3,0,14.46,767,2.62224868754526,30,100,"Nitrate"
6,"07",4,4.9,24.09,240,4.08175121179879,100,5000,"Nitrate"
6,"08",1,0,2.13,689,0.316391683899349,0,10,"Nitrate"
6,"08",2,0,4.38,660,0.725375475145156,10,30,"Nitrate"
6,"08",3,0,12.9,966,2.63425725849218,30,100,"Nitrate"
6,"08",4,3.94,24.07,309,3.98689078477227,100,5000,"Nitrate"
6,"09",1,0,0.94,258,0.238156926498196,0,10,"Nitrate"
6,"09",2,0,6.39,481,1.04975603994412,10,30,"Nitrate"
6,"09",3,0,15.31,1012,3.13346061529886,30,100,"Nitrate"
6,"09",4,4.55,25.14,265,4.9294600931142,100,5000,"Nitrate"
6,"10",1,0,2.462,351,0.411260266558559,0,10,"Nitrate"
6,"10",2,0,5.47,624,0.643482626112972,10,30,"Nitrate"
6,"10",3,0,13.62,1359,3.10749563137353,30,100,"Nitrate"
6,"10",4,0.01,24.86,409,5.12355610171559,100,5000,"Nitrate"
6,"11",1,0,3.96,244,0.998878731686568,0,10,"Nitrate"
6,"11",2,0,6.37,283,1.14394218571135,10,30,"Nitrate"
6,"11",3,0,14.92,313,3.20996132542343,30,100,"Nitrate"
6,"11",4,5.5835,24.09,216,5.44443240302237,100,5000,"Nitrate"
6,"12",1,0.88,5.96,56,1.11648891122119,0,10,"Nitrate"
6,"12",2,1.03,5.36,76,1.05959066533741,10,30,"Nitrate"
6,"12",3,0.58,14.25,171,2.35506775372391,30,100,"Nitrate"
6,"12",4,6.21,23.6,46,5.57374117847588,100,5000,"Nitrate"
7,"02",1,5.456,5.906,2,0.318198051533946,0,10,"Nitrate"
7,"02",3,7.43,7.43,1,NA,30,100,"Nitrate"
7,"02",4,20.193,20.193,1,NA,100,5000,"Nitrate"
7,"03",1,0.15,8.196,18,2.75266409993279,0,10,"Nitrate"
7,"03",2,0.16,2.64,22,0.992263689468293,10,30,"Nitrate"
7,"03",3,0.42,8.299,66,1.73688305315192,30,100,"Nitrate"
7,"03",4,5.22,22.33,90,4.71748105223034,100,5000,"Nitrate"
7,"04",1,0,6.974,276,1.52942734549511,0,10,"Nitrate"
7,"04",2,0,7.41,428,1.55692230039088,10,30,"Nitrate"
7,"04",3,0,15.0495,1136,2.94687128135865,30,100,"Nitrate"
7,"04",4,1.0935,26.89,1506,3.99513087760755,100,5000,"Nitrate"
7,"05",1,0,9.58,130,0.987431480567811,0,10,"Nitrate"
7,"05",2,0,6.949,170,0.900591404313574,10,30,"Nitrate"
7,"05",3,0,13.465,410,3.00375211494321,30,100,"Nitrate"
7,"05",4,5.29,25.01,1467,3.08295255752418,100,5000,"Nitrate"
7,"06",1,0,6.711,32,1.61831556686004,0,10,"Nitrate"
7,"06",2,0,0.26,34,0.0652850410618908,10,30,"Nitrate"
7,"06",3,0,11.998,87,3.82405062721177,30,100,"Nitrate"
7,"06",4,6.55,26.404,304,2.61505745883657,100,5000,"Nitrate"
7,"07",1,0,17.899,38,4.03677704350937,0,10,"Nitrate"
7,"07",2,0,8.89,42,1.98450964009107,10,30,"Nitrate"
7,"07",3,0.76,13.431,60,3.25632744765137,30,100,"Nitrate"
7,"07",4,0.019,24.837,66,5.35264773060698,100,5000,"Nitrate"
7,"08",1,0,1.79,48,0.604547153362166,0,10,"Nitrate"
7,"08",2,0,2.25,46,0.698219820596921,10,30,"Nitrate"
7,"08",3,0.72,10.6,48,2.15137955698825,30,100,"Nitrate"
7,"08",4,7.95,24.3,62,5.20057625046098,100,5000,"Nitrate"
7,"09",1,0,0.81,195,0.206216579153673,0,10,"Nitrate"
7,"09",2,0,0.815,306,0.202358961874371,10,30,"Nitrate"
7,"09",3,0,12.01,736,3.42740633767759,30,100,"Nitrate"
7,"09",4,0.62,24.19,1225,3.41545988016654,100,5000,"Nitrate"
7,"10",1,0,0.9265,198,0.257937159930584,0,10,"Nitrate"
7,"10",2,0,2.2305,338,0.336623862073302,10,30,"Nitrate"
7,"10",3,0,13.844,838,3.48993700357487,30,100,"Nitrate"
7,"10",4,0.6055,25.61,1242,3.33639726519255,100,5000,"Nitrate"
7,"11",1,0,1.19,35,0.426029424556844,0,10,"Nitrate"
7,"11",2,0,1.21,43,0.397274079637924,10,30,"Nitrate"
7,"11",3,0,12.85,144,3.5458197316878,30,100,"Nitrate"
7,"11",4,1.14,25.13,161,4.5729933580146,100,5000,"Nitrate"
7,"12",1,0,4.366,52,0.969691946378354,0,10,"Nitrate"
7,"12",2,0,4.38,81,0.984192185708916,10,30,"Nitrate"
7,"12",3,0,15.0035,182,3.37154535308135,30,100,"Nitrate"
7,"12",4,0.57,26.675,308,3.75782307215548,100,5000,"Nitrate"
8,"03",1,2.74,8.82,95,1.13052596545441,0,10,"Nitrate"
8,"04",1,0,5.5,161,1.36398490738062,0,10,"Nitrate"
8,"04",2,0,6.061,248,1.53546654852182,10,30,"Nitrate"
8,"04",3,0,15.5,634,2.212906930882,30,100,"Nitrate"
8,"04",4,3.13,24.38,521,5.86891895609005,100,5000,"Nitrate"
8,"05",1,0.114,1.11,29,0.342932354486558,0,10,"Nitrate"
8,"05",2,0.06,1.27,42,0.401956871996751,10,30,"Nitrate"
8,"05",3,0.29,8.91,93,2.09515446578701,30,100,"Nitrate"
8,"05",4,4.12,24.06,108,5.87704926690114,100,5000,"Nitrate"
8,"06",1,0,0.62,177,0.167901792167462,0,10,"Nitrate"
8,"06",2,0,5.59,196,1.10645635811939,10,30,"Nitrate"
8,"06",3,0.27,15.33,134,3.18326276365408,30,100,"Nitrate"
8,"06",4,2.96,24.85,443,4.74803704511066,100,5000,"Nitrate"
8,"07",1,0,0.98,32,0.268781599792651,0,10,"Nitrate"
8,"07",2,0,3.34,32,0.761983762315351,10,30,"Nitrate"
8,"07",3,0.16,8.22,33,2.24421769625449,30,100,"Nitrate"
8,"07",4,7.94,23.85,46,5.28579591491256,100,5000,"Nitrate"
8,"08",1,0,1.77,106,0.340015603996884,0,10,"Nitrate"
8,"08",2,0,3.54,116,0.682308383456434,10,30,"Nitrate"
8,"08",3,0,9.55,114,2.01924976383715,30,100,"Nitrate"
8,"08",4,4.43,24.29,170,5.79285790594011,100,5000,"Nitrate"
8,"09",1,0,1.28,122,0.407276993603905,0,10,"Nitrate"
8,"09",2,0,3.16,183,0.666630778773431,10,30,"Nitrate"
8,"09",3,0,10.9,416,2.5532034921426,30,100,"Nitrate"
8,"09",4,0.02,26.61,341,5.76929956069884,100,5000,"Nitrate"
8,"10",1,0,5.888,163,0.572941757427071,0,10,"Nitrate"
8,"10",2,0,7.59,279,1.18889176430561,10,30,"Nitrate"
8,"10",3,0,13.48,613,3.12618884462685,30,100,"Nitrate"
8,"10",4,3.25,25.16,553,5.37283462875132,100,5000,"Nitrate"
8,"11",1,0,5.42,177,1.12986196204273,0,10,"Nitrate"
8,"11",2,0,6.49,192,1.26861146594658,10,30,"Nitrate"
8,"11",3,0.33,15.63,155,2.78217396954541,30,100,"Nitrate"
8,"11",4,4.04,25.28,427,4.81957859842117,100,5000,"Nitrate"
8,"12",1,0.38,20.47,50,2.92501554853708,0,10,"Nitrate"
8,"12",2,0.34,4.61,67,1.21701535247474,10,30,"Nitrate"
8,"12",3,0.39,12.28,136,3.16291073352993,30,100,"Nitrate"
8,"12",4,6.36,24.13,119,5.37324093367498,100,5000,"Nitrate"
9,"04",1,0,5.0175,38,1.48705038108395,0,10,"Nitrate"
9,"04",2,0,5.373,78,1.42803828467266,10,30,"Nitrate"
9,"04",3,0,8.93,148,2.21359075285916,30,100,"Nitrate"
9,"04",4,15.239,15.239,1,NA,100,5000,"Nitrate"
9,"05",1,0,2.66,12,0.923721773464677,0,10,"Nitrate"
9,"05",2,0,1.54,21,0.490949044490072,10,30,"Nitrate"
9,"05",3,0,9.9475,40,2.06984351740378,30,100,"Nitrate"
9,"05",4,4.1155,11.9285,2,5.5246252814105,100,5000,"Nitrate"
9,"09",1,0,0,2,0,0,10,"Nitrate"
9,"09",2,0,0,4,0,10,30,"Nitrate"
9,"09",3,0,5.45,10,2.26472956442927,30,100,"Nitrate"
9,"10",1,0.08,1.1265,13,0.326834972668126,0,10,"Nitrate"
9,"10",2,0.176,1.64,20,0.420135050342525,10,30,"Nitrate"
9,"10",3,0.26,7.6075,44,1.97265378566871,30,100,"Nitrate"
9,"10",4,3.3905,7.8875,4,2.05653738113364,100,5000,"Nitrate"
9,"11",1,0,4.93,47,0.869948483407801,0,10,"Nitrate"
9,"11",2,0,7.08,90,1.26563815941279,10,30,"Nitrate"
9,"11",3,0,10.28,166,2.6893608562269,30,100,"Nitrate"
9,"11",4,10.21,13.34,3,1.64809991606496,100,5000,"Nitrate"
9,"12",1,0.45,2.313,37,0.559239333834368,0,10,"Nitrate"
9,"12",2,0.54,2.317,54,0.512745251182361,10,30,"Nitrate"
9,"12",3,0.75,10.03,107,2.98134787892079,30,100,"Nitrate"
9,"12",4,7.97,9.03,6,0.499536451789723,100,5000,"Nitrate"
1,"02",1,0.095,0.22,14,0.0437595829379246,0,10,"Nitrite"
1,"02",2,0.081,0.17,10,0.0315011463636202,10,30,"Nitrite"
1,"02",3,0.082,0.19,13,0.0381335372954918,30,100,"Nitrite"
1,"02",4,0,0.141,11,0.0494566844457211,100,5000,"Nitrite"
1,"03",1,0.037,0.248,61,0.0593507956129546,0,10,"Nitrite"
1,"03",2,0.039,0.18,60,0.0351080012449075,10,30,"Nitrite"
1,"03",3,0.041,0.389,96,0.0990505580410611,30,100,"Nitrite"
1,"03",4,0,0.312,146,0.0795769363880805,100,5000,"Nitrite"
1,"04",1,0,0.34,125,0.071897274837314,0,10,"Nitrite"
1,"04",2,0,0.39,179,0.0723303282562935,10,30,"Nitrite"
1,"04",3,0,0.613,445,0.0931464909956142,30,100,"Nitrite"
1,"04",4,0,0.592,424,0.110317421982563,100,5000,"Nitrite"
1,"05",1,0,0.122,22,0.0367443490369225,0,10,"Nitrite"
1,"05",2,0,0.2,32,0.0615200412369036,10,30,"Nitrite"
1,"05",3,0,0.5,69,0.13508621895507,30,100,"Nitrite"
1,"05",4,0,0.211,99,0.0563509100813509,100,5000,"Nitrite"
1,"06",1,0.011,0.034,6,0.00854790422657313,0,10,"Nitrite"
1,"06",2,0.011,0.087,11,0.0268368810001867,10,30,"Nitrite"
1,"06",3,0.022,0.262,30,0.0685364992112811,30,100,"Nitrite"
1,"06",4,0.013,0.086,18,0.0266013906953773,100,5000,"Nitrite"
1,"07",1,0,0.06,46,0.01248790719404,0,10,"Nitrite"
1,"07",2,0,0.134,46,0.030690916688,10,30,"Nitrite"
1,"07",3,0,0.41,48,0.0881316612592322,30,100,"Nitrite"
1,"07",4,0.015,0.21,68,0.0468606245150291,100,5000,"Nitrite"
1,"08",1,0,0.07,27,0.021877866112604,0,10,"Nitrite"
1,"08",2,0,0.16,26,0.0392795307820949,10,30,"Nitrite"
1,"08",3,0,0.304,28,0.0744009230755732,30,100,"Nitrite"
1,"08",4,0,0.2,35,0.048276636310387,100,5000,"Nitrite"
1,"09",1,0,0.1325,51,0.0380418422885365,0,10,"Nitrite"
1,"09",2,0,0.3435,99,0.0583201173296422,10,30,"Nitrite"
1,"09",3,0,0.423,220,0.0756114805370162,30,100,"Nitrite"
1,"09",4,0,0.1765,247,0.0458895655538451,100,5000,"Nitrite"
1,"10",1,0,0.3455,85,0.053452780282114,0,10,"Nitrite"
1,"10",2,0,0.595,154,0.0804372958956488,10,30,"Nitrite"
1,"10",3,0,0.515,370,0.0891442135103998,30,100,"Nitrite"
1,"10",4,0,0.3215,383,0.0573673836016362,100,5000,"Nitrite"
1,"11",1,0.04,0.1,6,0.0256255081250434,0,10,"Nitrite"
1,"11",2,0.06,0.11,8,0.0195940953204931,10,30,"Nitrite"
1,"11",3,0.05,0.25,18,0.0708953016133627,30,100,"Nitrite"
1,"11",4,0.01,0.05,20,0.00988086934168084,100,5000,"Nitrite"
1,"12",1,0.18,0.4405,9,0.0857128604378855,0,10,"Nitrite"
1,"12",2,0.23,0.4395,9,0.0897534818266121,10,30,"Nitrite"
1,"12",3,0.03,0.445,22,0.104016440591956,30,100,"Nitrite"
1,"12",4,0.02,0.067,25,0.0134416330853063,100,5000,"Nitrite"
2,"02",1,0,0.23,175,0.0587426001348898,0,10,"Nitrite"
2,"02",2,0.1,0.177,44,0.018444061478034,10,30,"Nitrite"
2,"02",3,0,0.37,199,0.0589620171467781,30,100,"Nitrite"
2,"02",4,0,0.16,14,0.0557648615188793,100,5000,"Nitrite"
2,"03",1,0.024,0.282,399,0.0400576512099836,0,10,"Nitrite"
2,"03",2,0.077,0.287,247,0.0428847437615081,10,30,"Nitrite"
2,"03",3,0.07,0.281,515,0.0396441459148164,30,100,"Nitrite"
2,"03",4,0.035,0.23,51,0.0477507334919539,100,5000,"Nitrite"
2,"04",1,0.03,0.289,103,0.0444362127506044,0,10,"Nitrite"
2,"04",2,0.03,0.311,122,0.0486218074029342,10,30,"Nitrite"
2,"04",3,0.02,0.374,270,0.0628091691171156,30,100,"Nitrite"
2,"04",4,0.041,0.11,6,0.0335186515241887,100,5000,"Nitrite"
2,"07",1,0,0.2,117,0.0439331707202802,0,10,"Nitrite"
2,"07",2,0,0.412,114,0.0770533903541404,10,30,"Nitrite"
2,"07",3,0.052,0.593,216,0.0992346521782443,30,100,"Nitrite"
2,"07",4,0.06,0.15,22,0.0297588067651675,100,5000,"Nitrite"
2,"08",1,0.009,0.062,20,0.0118832035375899,0,10,"Nitrite"
2,"08",2,0.009,0.113,20,0.0321189811072584,10,30,"Nitrite"
2,"08",3,0.009,0.236,36,0.0826970902157913,30,100,"Nitrite"
2,"08",4,0.009,0.009,4,0,100,5000,"Nitrite"
2,"09",1,0,0.06,19,0.0187819124137594,0,10,"Nitrite"
2,"09",2,0,0.25,28,0.0869820573847176,10,30,"Nitrite"
2,"09",3,0.019,0.178,87,0.0460597423608285,30,100,"Nitrite"
2,"10",1,0.01,0.404,27,0.106074719673663,0,10,"Nitrite"
2,"10",2,0.01,0.526,53,0.130451052662613,10,30,"Nitrite"
2,"10",3,0.026,0.451,143,0.100759366394797,30,100,"Nitrite"
2,"12",1,0.24,0.27,8,0.00886405260427919,0,10,"Nitrite"
2,"12",2,0.23,0.25,6,0.00836660026534075,10,30,"Nitrite"
2,"12",3,0.2,0.26,20,0.0194327450183284,30,100,"Nitrite"
3,"02",1,0,0.27,22,0.0799727902861166,0,10,"Nitrite"
3,"02",2,0,0.165,13,0.0537856619918119,10,30,"Nitrite"
3,"02",3,0,0.173,22,0.0545971472226204,30,100,"Nitrite"
3,"02",4,0,0.11,27,0.0355040626061084,100,5000,"Nitrite"
3,"03",1,0.03,0.27,246,0.042047292383077,0,10,"Nitrite"
3,"03",2,0.031,0.26,279,0.0464238947045146,10,30,"Nitrite"
