"BOX","MONTH","DEPTH_BIN","min_val","max_val","mval","n","sd","min_depth","max_depth","variable"
3,"07",1,0,6.67,0.323085921568627,255,0.564489479083445,0,10,"Ammonia"
3,"07",2,0,5.67203,0.380319798387097,248,0.593761872644953,10,30,"Ammonia"
3,"07",3,0,6.752,0.439899288135593,295,0.86243052093249,30,100,"Ammonia"
3,"07",4,0,8.347,0.338635507246377,345,0.760488655534655,100,5000,"Ammonia"
3,"08",1,0.022,0.397,0.118954545454545,22,0.124032053181628,0,10,"Ammonia"
3,"08",2,0.022,0.446,0.1487,20,0.156554043132244,10,30,"Ammonia"
3,"08",3,0.022,1.214,0.167739130434783,23,0.263406394861163,30,100,"Ammonia"
3,"08",4,0.022,0.416,0.100888888888889,36,0.118990462469604,100,5000,"Ammonia"
3,"09",1,0,0.958,0.0723508771929825,171,0.126967641717658,0,10,"Ammonia"
3,"09",2,0,0.645,0.0751528239202658,301,0.104334062352613,10,30,"Ammonia"
3,"09",3,0,1.645,0.0736648351648352,728,0.133508811612716,30,100,"Ammonia"
3,"09",4,0,0.936,0.0762091503267974,459,0.14663929486391,100,5000,"Ammonia"
3,"10",1,0,1.385,0.419532967032967,182,0.234765667840664,0,10,"Ammonia"
3,"10",2,0,1.411,0.438851063829787,282,0.235116706423499,10,30,"Ammonia"
3,"10",3,0,20.54,0.434683760683761,702,0.80122019133308,30,100,"Ammonia"
3,"10",4,0,1.587,0.323239263803681,489,0.203899620746191,100,5000,"Ammonia"
3,"12",1,0.091,0.799,0.352416666666667,48,0.137923326423166,0,10,"Ammonia"
3,"12",2,0.111,0.981,0.352611111111111,54,0.154444643153274,10,30,"Ammonia"
3,"12",3,0.024,0.716,0.329372262773723,137,0.135969882440457,30,100,"Ammonia"
3,"12",4,0.062,0.472,0.263230769230769,91,0.0954675136046087,100,5000,"Ammonia"
4,"02",1,1.25,1.25,1.25,1,NA,0,10,"Ammonia"
4,"02",2,0.589,0.851,0.75525,4,0.117859733016271,10,30,"Ammonia"
4,"02",3,0.554,0.751,0.6525,4,0.0970377933247316,30,100,"Ammonia"
4,"03",1,0,1.084,0.31431746031746,441,0.276045119646785,0,10,"Ammonia"
4,"03",2,0,2.295,0.32523595505618,445,0.305737567148009,10,30,"Ammonia"
4,"03",3,0,2.503,0.348367346938776,686,0.326121972230693,30,100,"Ammonia"
4,"03",4,0,1.257,0.291357466063348,221,0.269208408285722,100,5000,"Ammonia"
4,"04",1,0,2.478,0.584486301369863,146,0.349644410228673,0,10,"Ammonia"
4,"04",2,0,1.799,0.574891509433962,212,0.344822335631434,10,30,"Ammonia"
4,"04",3,0,2.494,0.721163498098859,526,0.386562123237929,30,100,"Ammonia"
4,"04",4,0,2.494,0.572533333333333,90,0.459866014927602,100,5000,"Ammonia"
4,"06",1,0.04,0.641,0.1194,20,0.168509378155389,0,10,"Ammonia"
4,"06",2,0.038,1.027,0.152678571428571,28,0.211380130390275,10,30,"Ammonia"
4,"06",3,0.015,0.828,0.327241379310345,58,0.225403755502333,30,100,"Ammonia"
4,"06",4,0.029,0.126,0.0503125,16,0.0230903118211946,100,5000,"Ammonia"
4,"07",1,0,8.14,0.429717730769231,780,0.730707542263331,0,10,"Ammonia"
4,"07",2,0,10.42,0.505223166441137,739,0.772829982566792,10,30,"Ammonia"
4,"07",3,0,11.28,0.61478881981982,1110,0.722846611523206,30,100,"Ammonia"
4,"07",4,0,7.192,0.360855315789474,380,0.583069430537288,100,5000,"Ammonia"
4,"08",1,0.022,1.784,0.38775,68,0.312885147732585,0,10,"Ammonia"
4,"08",2,0.022,1.019,0.423274193548387,62,0.247736253814933,10,30,"Ammonia"
4,"08",3,0.022,1.223,0.412122222222222,90,0.259258572405606,30,100,"Ammonia"
4,"08",4,0.056,0.766,0.459757575757576,33,0.221617636694238,100,5000,"Ammonia"
4,"09",1,0,1.346,0.258705128205128,78,0.313752947271276,0,10,"Ammonia"
4,"09",2,0,1.231,0.230151079136691,139,0.287804279149309,10,30,"Ammonia"
4,"09",3,0,1.41,0.219887240356083,337,0.266640774683115,30,100,"Ammonia"
4,"09",4,0,0.713,0.131326530612245,49,0.229038332650081,100,5000,"Ammonia"
4,"10",1,0,0.912,0.349564516129032,93,0.205911827185898,0,10,"Ammonia"
4,"10",2,0.01,1.162,0.388799382716049,162,0.21974767757785,10,30,"Ammonia"
4,"10",3,0,1.3725,0.410476997578692,413,0.258851779998592,30,100,"Ammonia"
4,"10",4,0,0.71,0.316987341772152,79,0.176552617541604,100,5000,"Ammonia"
4,"12",1,0.15,0.336,0.2198,10,0.0560392719438788,0,10,"Ammonia"
4,"12",2,0.066,0.641,0.236791666666667,24,0.130346687944002,10,30,"Ammonia"
4,"12",3,0.082,0.619,0.230913043478261,46,0.114749742403382,30,100,"Ammonia"
4,"12",4,0.356,0.358,0.357,2,0.0014142135623731,100,5000,"Ammonia"
5,"01",1,0.048,1.154,0.374451612903226,31,0.267210508614423,0,10,"Ammonia"
5,"01",2,0.048,0.824,0.312225806451613,31,0.207600531418302,10,30,"Ammonia"
5,"01",3,0.021,0.949,0.3125,66,0.251391466105692,30,100,"Ammonia"
5,"01",4,0.02,1.08,0.302710526315789,38,0.250990352769781,100,5000,"Ammonia"
5,"02",1,0.02,1.522,0.408754385964912,57,0.308942394116129,0,10,"Ammonia"
5,"02",2,0,1.543,0.304188679245283,53,0.280519850977525,10,30,"Ammonia"
5,"02",3,0,1.01,0.313094339622641,106,0.244180554910145,30,100,"Ammonia"
5,"02",4,0,0.945,0.314075471698113,53,0.29686152230502,100,5000,"Ammonia"
5,"03",1,0.029,2.399,0.376556213017751,169,0.359467195966544,0,10,"Ammonia"
5,"03",2,0.03,3.683,0.391619047619048,168,0.417785720074883,10,30,"Ammonia"
5,"03",3,0,1.851,0.409395348837209,258,0.367094850254455,30,100,"Ammonia"
5,"03",4,0,1.856,0.290172222222222,180,0.310633122274898,100,5000,"Ammonia"
5,"04",1,0,2.025,0.53080981595092,163,0.46318554866883,0,10,"Ammonia"
5,"04",2,0,2.594,0.662959401709402,234,0.528234186361355,10,30,"Ammonia"
5,"04",3,0,3.181,0.992006861063465,583,0.661664697391474,30,100,"Ammonia"
5,"04",4,0,2.095,0.525340707964602,226,0.445743647131082,100,5000,"Ammonia"
5,"05",1,0,4.01,0.888423076923077,91,1.17145968281522,0,10,"Ammonia"
5,"05",2,0,5.51,0.90854,100,1.14388341674801,10,30,"Ammonia"
5,"05",3,0,6.725,1.4977,235,1.36643662479189,30,100,"Ammonia"
5,"05",4,0,5.43,0.877347222222222,108,1.19132137714265,100,5000,"Ammonia"
5,"06",1,0,1.573,0.400301369863014,146,0.369559651661327,0,10,"Ammonia"
5,"06",2,0,5.13,0.491661870503597,139,0.672707180025117,10,30,"Ammonia"
5,"06",3,0.022,3.639,1.01374778761062,226,0.791957190548675,30,100,"Ammonia"
5,"06",4,0,2.07,0.4542,140,0.442232615634504,100,5000,"Ammonia"
5,"07",1,0,9.83,0.336891880597015,335,0.870999677478706,0,10,"Ammonia"
5,"07",2,0,1.384,0.281649717868339,319,0.302788674957675,10,30,"Ammonia"
5,"07",3,0,5.972,0.685898020833333,384,0.705458732207469,30,100,"Ammonia"
5,"07",4,0,1.509,0.251596419753086,324,0.308827920116509,100,5000,"Ammonia"
5,"08",1,0,0.98,0.274822222222222,135,0.224035973479563,0,10,"Ammonia"
5,"08",2,0,1.04,0.303371900826446,121,0.247451750590945,10,30,"Ammonia"
5,"08",3,0,1.676,0.404335106382979,188,0.344161088761696,30,100,"Ammonia"
5,"08",4,0,11.77,0.500271317829457,129,1.47800888947734,100,5000,"Ammonia"
5,"09",1,0,2.599,0.418477611940299,67,0.588949922196121,0,10,"Ammonia"
5,"09",2,0,3.028,0.51021897810219,137,0.691025779668599,10,30,"Ammonia"
5,"09",3,0,3.923,0.424183636363636,275,0.578040753798919,30,100,"Ammonia"
5,"09",4,0,2.677,0.458066666666667,105,0.648056284157401,100,5000,"Ammonia"
5,"10",1,0,0.9155,0.233858333333333,120,0.198762771729945,0,10,"Ammonia"
5,"10",2,0,1.255,0.317023255813953,172,0.26427431153388,10,30,"Ammonia"
5,"10",3,0,2.82,0.362225925925926,405,0.349911251399388,30,100,"Ammonia"
5,"10",4,0,0.736,0.222048076923077,156,0.180325188146717,100,5000,"Ammonia"
5,"11",1,0.014,1.133,0.322833333333333,48,0.336130378284489,0,10,"Ammonia"
5,"11",2,0,32.233,0.94656862745098,51,4.4828536637053,10,30,"Ammonia"
5,"11",3,0,1.259,0.306509090909091,110,0.311827250030448,30,100,"Ammonia"
5,"11",4,0,0.746,0.249792452830189,53,0.232718578684689,100,5000,"Ammonia"
5,"12",1,0,0.989,0.444795918367347,49,0.302676668767724,0,10,"Ammonia"
5,"12",2,0,1.164,0.467615384615385,52,0.338718224258671,10,30,"Ammonia"
5,"12",3,0,1.127,0.345363636363636,110,0.297596533633529,30,100,"Ammonia"
5,"12",4,0,0.814,0.190644230769231,52,0.205895922131491,100,5000,"Ammonia"
6,"02",1,0.363,0.721,0.5108,5,0.13187190754668,0,10,"Ammonia"
6,"02",3,0.488,0.709,0.591,4,0.0928188199307303,30,100,"Ammonia"
6,"02",4,0.351,0.351,0.351,1,NA,100,5000,"Ammonia"
6,"03",1,0.04,0.635,0.282260869565217,23,0.202748437364521,0,10,"Ammonia"
6,"03",2,0.08,0.665,0.3124,45,0.174677547081889,10,30,"Ammonia"
6,"03",3,0,1.239,0.520827586206897,87,0.284305445264238,30,100,"Ammonia"
6,"03",4,0.012,0.507,0.0773333333333333,18,0.15552529584302,100,5000,"Ammonia"
6,"04",1,0,4.665,0.528182584269663,356,0.480413918164597,0,10,"Ammonia"
6,"04",2,0,3.5,0.595238049713193,523,0.494144775954462,10,30,"Ammonia"
6,"04",3,0,3.981,0.955082994304312,1229,0.615518136343866,30,100,"Ammonia"
6,"04",4,0,6.792,0.469348837209302,301,0.515405201021788,100,5000,"Ammonia"
6,"05",1,0,1.259,0.37378125,80,0.278704097018003,0,10,"Ammonia"
6,"05",2,0,1.745,0.577462365591398,93,0.519480437743993,10,30,"Ammonia"
6,"05",3,0,4.819,0.851718592964824,199,0.8119878750936,30,100,"Ammonia"
6,"05",4,0,1.736,0.4792,45,0.529025888694581,100,5000,"Ammonia"
6,"06",1,0,0.77,0.162063492063492,63,0.17423305425223,0,10,"Ammonia"
6,"06",2,0.01,1.331,0.3483625,80,0.335124471255349,10,30,"Ammonia"
6,"06",3,0.01,2.26,1.04751136363636,88,0.608423702832355,30,100,"Ammonia"
6,"06",4,0,1.422,0.271166666666667,60,0.381408103273826,100,5000,"Ammonia"
6,"07",1,0,5.13,0.400302513761468,545,0.530989366575527,0,10,"Ammonia"
6,"07",2,0,5.851,0.492307939508507,529,0.643309021485866,10,30,"Ammonia"
6,"07",3,0,8.42,0.939029425587467,766,0.959753076516867,30,100,"Ammonia"
6,"07",4,0,11.86,0.551218487394958,238,1.26547781646324,100,5000,"Ammonia"
6,"08",1,0,7.86,0.359449189985272,679,0.499845300547511,0,10,"Ammonia"
6,"08",2,0,8.17,0.559396604938272,648,0.675824880457684,10,30,"Ammonia"
6,"08",3,0,11.41,1.04331210191083,942,0.858323850507914,30,100,"Ammonia"
6,"08",4,0,1.989,0.388256666666667,300,0.349892889662456,100,5000,"Ammonia"
6,"09",1,0,23.9,0.513912244897959,245,2.37717338119786,0,10,"Ammonia"
6,"09",2,0,20.17,0.537494292237443,438,1.44903967310203,10,30,"Ammonia"
6,"09",3,0,5.33,0.693317286652079,914,0.871835591411714,30,100,"Ammonia"
6,"09",4,0,1.621,0.228262096774194,248,0.279999305693975,100,5000,"Ammonia"
6,"10",1,0,1.146,0.366112637362637,182,0.278191490161958,0,10,"Ammonia"
6,"10",2,0,1.67,0.411978476821192,302,0.31505482363236,10,30,"Ammonia"
6,"10",3,0,4.324,0.5491625,640,0.570924088395721,30,100,"Ammonia"
6,"10",4,0,0.8565,0.222817679558011,181,0.199047788558781,100,5000,"Ammonia"
6,"11",1,0.13,1.1,0.427766666666667,30,0.320861736614057,0,10,"Ammonia"
6,"11",2,0.03,0.78,0.34984,25,0.238696753224672,10,30,"Ammonia"
6,"11",3,0,0.53,0.265323529411765,34,0.179484737358756,30,100,"Ammonia"
6,"11",4,0,0.43,0.08375,16,0.132809387218424,100,5000,"Ammonia"
6,"12",1,0.203,1.771,0.82896,50,0.47699950626766,0,10,"Ammonia"
6,"12",2,0.217,1.597,0.734833333333333,66,0.396381424051801,10,30,"Ammonia"
6,"12",3,0.126,1.55,0.638901315789474,152,0.378362658642751,30,100,"Ammonia"
6,"12",4,0.063,0.863,0.27,43,0.138606672003225,100,5000,"Ammonia"
7,"02",1,0.52,0.758,0.639,2,0.168291413922398,0,10,"Ammonia"
7,"02",3,0.573,0.573,0.573,1,NA,30,100,"Ammonia"
7,"02",4,0.408,0.408,0.408,1,NA,100,5000,"Ammonia"
7,"03",1,0.064,0.724,0.298222222222222,9,0.271730462856936,0,10,"Ammonia"
7,"03",2,0.055,0.143,0.0902142857142857,14,0.0292921059763116,10,30,"Ammonia"
7,"03",3,0.017,0.955,0.304738095238095,42,0.300433350388321,30,100,"Ammonia"
7,"03",4,0.008,0.33,0.0455813953488372,43,0.0668481693157246,100,5000,"Ammonia"
7,"04",1,0,1.624,0.570943661971831,213,0.349454408476282,0,10,"Ammonia"
7,"04",2,0,9.629,0.609512779552716,313,0.697126902439857,10,30,"Ammonia"
7,"04",3,0,2.947,0.795938839848676,793,0.534584924397987,30,100,"Ammonia"
7,"04",4,0,2.138,0.359175579322638,1122,0.32565147962624,100,5000,"Ammonia"
7,"05",1,0,1.18,0.21014,100,0.258027052845239,0,10,"Ammonia"
7,"05",2,0,0.82,0.203902777777778,108,0.230041244354923,10,30,"Ammonia"
7,"05",3,0,2.8405,0.339752964426877,253,0.493341792520287,30,100,"Ammonia"
7,"05",4,0,2.094,0.203867903930131,1374,0.240667098751338,100,5000,"Ammonia"
7,"06",1,0.006,1.055,0.2545,12,0.376410438460224,0,10,"Ammonia"
7,"06",2,0.103,1.40845,0.477046666666667,12,0.55337765737224,10,30,"Ammonia"
7,"06",3,0.006,1.07259,0.546811875,16,0.422560184419036,30,100,"Ammonia"
7,"06",4,0.006,12.31,0.92393,165,2.11865293130662,100,5000,"Ammonia"
7,"07",1,0,0.84258,0.175041764705882,34,0.26218447908978,0,10,"Ammonia"
7,"07",2,0,4.728,0.365322580645161,31,1.15637918772626,10,30,"Ammonia"
7,"07",3,0.013,5.42,0.789558823529412,34,1.30453828337791,30,100,"Ammonia"
7,"07",4,0,1.441,0.159393939393939,33,0.354337492670648,100,5000,"Ammonia"
7,"08",1,0.011,0.802,0.391729166666667,48,0.161263856681003,0,10,"Ammonia"
7,"08",2,0.064,1.429,0.455363636363636,44,0.285866295865831,10,30,"Ammonia"
7,"08",3,0.131,2.244,0.61295652173913,46,0.454241734787974,30,100,"Ammonia"
7,"08",4,0.064,1.427,0.456862068965517,58,0.219398735645085,100,5000,"Ammonia"
7,"09",1,0,6.736,0.498891428571429,175,1.24809632843024,0,10,"Ammonia"
7,"09",2,0,6.532,0.513784905660377,265,1.13363490568724,10,30,"Ammonia"
7,"09",3,0,6.503,0.547345329249617,653,1.02529615307012,30,100,"Ammonia"
7,"09",4,0,15.948,0.698923464711274,1091,1.65915928261884,100,5000,"Ammonia"
7,"10",1,0,0.695,0.207069852941176,136,0.17828208165707,0,10,"Ammonia"
7,"10",2,0,0.887,0.211764397905759,191,0.19061547678239,10,30,"Ammonia"
7,"10",3,0,3.3525,0.31954071969697,528,0.420808565630525,30,100,"Ammonia"
7,"10",4,0,2.299,0.24787338501292,774,0.244974325005057,100,5000,"Ammonia"
7,"11",1,0.234,0.59,0.340642857142857,14,0.0989868733666293,0,10,"Ammonia"
7,"11",2,0.223,0.497,0.3428,10,0.086404475192743,10,30,"Ammonia"
7,"11",3,0.172,0.505,0.32174358974359,39,0.0898380759591265,30,100,"Ammonia"
7,"11",4,0.151,0.531,0.309061538461538,65,0.089577284530433,100,5000,"Ammonia"
7,"12",1,0.1775,0.493,0.296605263157895,19,0.0995935599975343,0,10,"Ammonia"
7,"12",2,0.1625,0.567,0.2787,25,0.0918695860082831,10,30,"Ammonia"
7,"12",3,0.142,0.55,0.290333333333333,57,0.085488111816233,30,100,"Ammonia"
7,"12",4,0.1185,0.771,0.273128048780488,164,0.0903160371717145,100,5000,"Ammonia"
8,"04",1,0,1.5785,0.5244625,120,0.346671145375144,0,10,"Ammonia"
8,"04",2,0,2.23,0.598545977011494,174,0.393276169215399,10,30,"Ammonia"
8,"04",3,0,2.589,0.768952688172043,465,0.441638852445667,30,100,"Ammonia"
8,"04",4,0,1.513,0.401092032967033,364,0.315536790286816,100,5000,"Ammonia"
8,"05",1,0.198,1.48,0.601695652173913,23,0.345600720062198,0,10,"Ammonia"
8,"05",2,0.24,1.419,0.7309,30,0.408718295195586,10,30,"Ammonia"
8,"05",3,0.53,3.559,1.71165,60,0.690219832949337,30,100,"Ammonia"
8,"05",4,0,2.154,0.40820987654321,81,0.459178715644829,100,5000,"Ammonia"
8,"06",1,0.02,0.52,0.17,32,0.15579142383949,0,10,"Ammonia"
8,"06",2,0.02,2.09,0.394186046511628,43,0.409542326192937,10,30,"Ammonia"
8,"06",3,0.2,2.14,1.05307692307692,26,0.734589786102525,30,100,"Ammonia"
8,"06",4,0,1.24,0.0903157894736842,95,0.23763216985984,100,5000,"Ammonia"
8,"07",1,0.087,1.428,0.5853125,32,0.357463143825414,0,10,"Ammonia"
8,"07",2,0.087,1.409,0.7105625,32,0.365457374726432,10,30,"Ammonia"
8,"07",3,0.087,2.646,1.04481818181818,33,0.613356261408564,30,100,"Ammonia"
8,"07",4,0.087,2.149,0.518195652173913,46,0.392631782240206,100,5000,"Ammonia"
8,"08",1,0,12.54,0.574239130434783,92,1.9707018851694,0,10,"Ammonia"
8,"08",2,0,5.72,0.475494505494506,91,0.865028931740004,10,30,"Ammonia"
8,"08",3,0.019,2.101,0.908897959183673,98,0.491973461060192,30,100,"Ammonia"
8,"08",4,0,2.385,0.316458333333333,144,0.462436748651636,100,5000,"Ammonia"
8,"09",1,0,1.169,0.277808333333333,120,0.244750715085807,0,10,"Ammonia"
8,"09",2,0,3.08,0.34427485380117,171,0.45586095714187,10,30,"Ammonia"
8,"09",3,0,11.93,0.736117359413203,409,1.03564856581723,30,100,"Ammonia"
8,"09",4,0,2.656,0.291868035190616,341,0.387944269275216,100,5000,"Ammonia"
8,"10",1,0,0.9515,0.17038,100,0.181800341700516,0,10,"Ammonia"
8,"10",2,0,4.322,0.197252840909091,176,0.386964357890488,10,30,"Ammonia"
8,"10",3,0,2.769,0.464506596306069,379,0.626667682440728,30,100,"Ammonia"
8,"10",4,0,2.015,0.171375366568915,341,0.304191633451674,100,5000,"Ammonia"
8,"11",1,0.02,0.64,0.323,20,0.231041121880933,0,10,"Ammonia"
8,"11",2,0.04,0.64,0.342352941176471,17,0.194278453893011,10,30,"Ammonia"
8,"11",3,0.02,0.53,0.17,8,0.217387080704312,30,100,"Ammonia"
8,"11",4,0,0.34,0.0492682926829268,41,0.0591772863479916,100,5000,"Ammonia"
8,"12",1,0.141,1.57,0.5318,30,0.402071481035486,0,10,"Ammonia"
8,"12",2,0.147,5.932,0.64825,44,0.90521199174558,10,30,"Ammonia"
8,"12",3,0.13,2.482,0.61639,100,0.438092142307432,30,100,"Ammonia"
8,"12",4,0.09,1.1,0.297916666666667,72,0.180397194787846,100,5000,"Ammonia"
9,"04",1,0.603,0.9635,0.78325,2,0.25491199461775,0,10,"Ammonia"
9,"04",2,0.536,0.729,0.63875,4,0.0872367468444347,10,30,"Ammonia"
9,"04",3,0.441,1.647,0.969416666666667,12,0.393861525812247,30,100,"Ammonia"
9,"09",1,0.315,0.434,0.3745,2,0.0841457069611991,0,10,"Ammonia"
