"depth_bin","month","box","variable","mval","min","max","std","no","min_depth","max_depth"
4,8,4,"ntrz",13.7419523809524,8.76,19.6499999999999,2.67565336154968,105,100,5000
4,8,4,"phos",1.35420792079208,0.8,1.805,0.24414005475676,101,100,5000
4,8,4,"slca",10.6400480769231,5.85,20.1,2.94808556402485,104,100,5000
1,9,4,"cphl",0.525,0.12,1.38,0.384786102695493,30,0,10
1,9,4,"ntrz",1.35511111111111,0,8.63,1.97995480001464,45,0,10
1,9,4,"phos",0.717674418604651,0.09,2.77,0.538573235101881,43,0,10
1,9,4,"slca",5.12,1.47,24,4.28732965324053,46,0,10
2,9,4,"cphl",0.89,0.23,2.37,0.912970035496393,8,10,30
2,9,4,"ntrz",1.22111111111111,0,4.61,1.43956011799901,27,10,30
2,9,4,"phos",1.20666666666667,0.14,2.47,0.632887157276994,27,10,30
2,9,4,"slca",9.86925925925926,1.96,27,6.62573010544494,27,10,30
3,9,4,"cphl",0.430909090909091,0.08,2,0.549062010076358,11,30,100
3,9,4,"ntrz",4.34176470588235,0.1,15.89,3.78602361634597,51,30,100
3,9,4,"phos",1.4962,0.38,3.19,0.624715086079655,50,30,100
3,9,4,"slca",12.4146,2.34,37,7.20829884825222,50,30,100
4,9,4,"cphl",0.082,0.06,0.1,0.016431676725155,5,100,5000
4,9,4,"ntrz",10.0631818181818,2.2,18.9499999999999,6.0762985179839,22,100,5000
4,9,4,"phos",1.44681818181818,0.6,2.36,0.422592749623833,22,100,5000
4,9,4,"slca",13.8777272727273,5,27,5.68754355865533,22,100,5000
1,10,4,"cphl",1.37305267857143,0.033,7.91,1.09485590338921,168,0,10
1,10,4,"ntrz",2.75327135678392,0,9.945,3.17961013376818,199,0,10
1,10,4,"phos",0.521108585858586,0.052,1.298,0.295215114852854,198,0,10
1,10,4,"slca",3.2871592039801,0.3375,9.77999999999999,2.39389890858561,201,0,10
2,10,4,"cphl",1.20842048387097,0.14,7.4493,0.848100566680995,248,10,30
2,10,4,"ntrz",1.72033064516129,0,9.75,1.93184006847104,248,10,30
2,10,4,"phos",0.458370445344129,0.134,1.353,0.210423787009054,247,10,30
2,10,4,"slca",2.61274081632653,0.4765,8.98499999999999,1.6226156704226,245,10,30
3,10,4,"cphl",0.412043988549619,0.007,3.6787,0.599643378589923,524,30,100
3,10,4,"ntrz",7.2054299674267,0.183,16.379,3.23694741994552,614,30,100
3,10,4,"phos",0.880230210016156,0.211,2.17,0.256214672977535,619,30,100
3,10,4,"slca",6.18379837398373,0.48,15.205,2.42824155471463,615,30,100
4,10,4,"cphl",0.127810434782609,0.007,1.074,0.245031824608392,46,100,5000
4,10,4,"ntrz",13.067487804878,6.965,23.02,3.09522026710527,123,100,5000
4,10,4,"phos",1.15857258064516,0.623,1.839,0.206118411519374,124,100,5000
4,10,4,"slca",10.274805785124,4.275,16.352,2.61808656383173,121,100,5000
1,11,4,"cphl",0.940428571428572,0.05,2.93,0.614393622858769,70,0,10
1,11,4,"ntrz",4.92511111111111,0,11.48,2.99878898570307,90,0,10
1,11,4,"phos",0.596505882352941,0.16,1.01,0.198544502839648,85,0,10
1,11,4,"slca",4.341,0.93,7.46,1.47015404680881,90,0,10
2,11,4,"cphl",0.988736842105263,0.16,3.46,0.68711893440015,95,10,30
2,11,4,"ntrz",5.60818965517241,0.15,18.59,3.49430732058224,116,10,30
2,11,4,"phos",0.666991304347826,0.24,2.11,0.247763097646323,115,10,30
2,11,4,"slca",4.47956896551724,0.96,8.18,1.70350604814658,116,10,30
3,11,4,"cphl",0.557814569536424,0.02,3.11,0.508020857891662,151,30,100
3,11,4,"ntrz",7.90069651741293,0.54,16.64,2.9089064117702,201,30,100
3,11,4,"phos",0.776900943396227,0.05,2.33,0.224894487317155,212,30,100
3,11,4,"slca",6.19802816901408,1,16.4699999999999,2.29289609634556,213,30,100
4,11,4,"cphl",0.06,0.01,0.21,0.0842614977317636,5,100,5000
4,11,4,"ntrz",13.0816666666666,7.1,18.52,3.32507275462196,18,100,5000
4,11,4,"phos",1.10275,0.55,2.05,0.323583233026145,24,100,5000
4,11,4,"slca",10.6432,6.15,16.35,2.43445188902963,25,100,5000
1,12,4,"cphl",0.744886075949367,0.26,2.76,0.448823847215448,79,0,10
1,12,4,"ntrz",5.59336956521739,0.58,12.35,2.93507995928819,92,0,10
1,12,4,"phos",0.614608695652174,0,1.62,0.296501133423393,92,0,10
1,12,4,"slca",5.79306741573034,2.7,15,2.00509023713145,89,0,10
2,12,4,"cphl",0.594030927835052,0.19,1.77,0.271784743777446,97,10,30
2,12,4,"ntrz",4.18091860465116,0.27,12.8699999999999,2.24428732676133,86,10,30
2,12,4,"phos",0.510317647058824,0.14,1.12,0.180549967477988,85,10,30
2,12,4,"slca",5.17545238095238,2.25,16,2.12294416162266,84,10,30
3,12,4,"cphl",0.327940789473684,0.02,0.88,0.200409224832711,152,30,100
3,12,4,"ntrz",7.02508287292818,1.65,22.85,3.2728981938854,181,30,100
3,12,4,"phos",0.693211111111111,0.041,2.04,0.272094893669046,180,30,100
3,12,4,"slca",6.9803908045977,2.21,29,2.77817163794053,174,30,100
4,12,4,"cphl",0.025,0.025,0.025,0,1,100,5000
4,12,4,"ntrz",10.87328125,6.77,28.9499999999999,4.40489786219966,32,100,5000
4,12,4,"phos",0.98534375,0.62,2.755,0.410193000158501,32,100,5000
4,12,4,"slca",8.62209677419354,5.67,13.65,2.04563998714074,31,100,5000
1,1,5,"cphl",0.390245172413793,0.14,0.887,0.148487211843561,87,0,10
1,1,5,"ntrz",7.0463064516129,1.3,12.69,3.16217516378831,93,0,10
1,1,5,"phos",0.901720430107527,0.5,1.94,0.259719889479257,93,0,10
1,1,5,"slca",7.50360215053763,1,12.81,2.86867967050206,93,0,10
2,1,5,"cphl",0.377761428571429,0.19,0.8441,0.137140521658758,42,10,30
2,1,5,"ntrz",6.18141406249999,0.9,12.5399999999999,3.21364422714897,64,10,30
2,1,5,"phos",0.835140625,0.4435,1.74,0.239615125737385,64,10,30
2,1,5,"slca",6.780421875,0,13.38,3.34410022327731,64,10,30
3,1,5,"cphl",0.260893209876543,0.01,0.7583,0.127507001521751,81,30,100
3,1,5,"ntrz",7.01029166666666,1,24.8299999999999,4.73039666794424,108,30,100
3,1,5,"phos",0.860302752293578,0.416,1.95,0.288829045765034,109,30,100
3,1,5,"slca",7.53119724770641,1,21.3,3.94639072387102,109,30,100
4,1,5,"cphl",0.0719113888888889,0.009,0.4,0.0719708732416019,36,100,5000
4,1,5,"ntrz",12.9165,4.713,27.3,5.71624362985422,54,100,5000
4,1,5,"phos",1.25412931034483,0.83,2.37,0.35005045451303,58,100,5000
4,1,5,"slca",12.7487672413793,6.153,21.48,4.1578555530629,58,100,5000
1,2,5,"cphl",0.357244285714286,0.06143,1.71,0.235572545255916,98,0,10
1,2,5,"ntrz",7.84020873786407,3.4855,16.93,3.41073945717446,103,0,10
1,2,5,"phos",0.76164705882353,0.28,1.41,0.168948196193978,85,0,10
1,2,5,"slca",7.58222330097087,3.85,16.0399999999999,2.28936505424726,103,0,10
2,2,5,"cphl",0.418047222222222,0.11232,1.108,0.24458304041404,54,10,30
2,2,5,"ntrz",6.726,3.479,15.4,2.93222558722316,72,10,30
2,2,5,"phos",0.766835820895522,0.45,1.46,0.168794329487453,67,10,30
2,2,5,"slca",6.99280281690141,4.073,15.08,1.92536112842477,71,10,30
3,2,5,"cphl",0.385503861386139,0.0389,2.256,0.364083444103052,101,30,100
3,2,5,"ntrz",6.76391923076923,2.217,16.57,2.8382936610253,130,30,100
3,2,5,"phos",0.786888,0.34,1.3,0.169686747253722,125,30,100
3,2,5,"slca",7.26659701492537,2.266,16.7899999999999,2.76437878681332,134,30,100
4,2,5,"cphl",0.0956869565217391,0.00907,0.5796,0.107042001743232,46,100,5000
4,2,5,"ntrz",11.846119047619,4.024,28.1999999999999,4.77313566012466,63,100,5000
4,2,5,"phos",1.07046153846154,0.64,1.54,0.205098724469086,65,100,5000
4,2,5,"slca",11.5445277777778,4.838,24.4699999999999,3.42971314438082,72,100,5000
1,3,5,"cphl",1.63189455172414,0.004,14.747,2.22693411549813,145,0,10
1,3,5,"ntrz",4.696044,0,14.468,2.24960381563349,150,0,10
1,3,5,"phos",0.701459183673469,0.3,1.276,0.174586571434794,147,0,10
1,3,5,"slca",5.39795578231292,0.196,14.286,2.46876780515526,147,0,10
2,3,5,"cphl",1.66578690647482,0.279,10.6410199999999,2.12681974945646,139,10,30
2,3,5,"ntrz",4.59919383561644,0,9.1,2.0166617414284,146,10,30
2,3,5,"phos",0.700741134751773,0.3,1.06,0.157546791267557,141,10,30
2,3,5,"slca",5.33643884892086,0.159,9.98,2.25566637817724,139,10,30
3,3,5,"cphl",1.12835675799087,0,10.581,1.76276018785255,219,30,100
3,3,5,"ntrz",5.83041034482759,0.058,19,3.11458131555985,232,30,100
3,3,5,"phos",0.767620535714286,0.34,1.54,0.187296098345153,224,30,100
3,3,5,"slca",5.77147488584475,0.186,13.1545,2.53765779787918,219,30,100
4,3,5,"cphl",0.274706554621849,0.0064,7.884,0.922607351224205,119,100,5000
4,3,5,"ntrz",13.6874931506849,1.959,23.25,5.0037613035307,146,100,5000
4,3,5,"phos",1.15240287769784,0.466,1.8,0.248234825402044,139,100,5000
4,3,5,"slca",11.5115607142857,0.5835,18.975,3.47187211148646,140,100,5000
1,4,5,"cphl",3.94815494791667,0,19.3099999999999,4.32226242386071,192,0,10
1,4,5,"ntrz",0.894486301369863,0,4.82,1.10590146395446,219,0,10
1,4,5,"phos",0.535539800995025,0.15,2.625,0.304211786273905,201,0,10
1,4,5,"slca",1.25577722772277,0,6.43,1.42532305315216,202,0,10
2,4,5,"cphl",3.3114554978355,0,16.559,3.54941074012618,231,10,30
2,4,5,"ntrz",0.949715767634855,0,5.03,1.07737671139223,241,10,30
2,4,5,"phos",0.53138085106383,0.139,1.83,0.230939558672732,235,10,30
2,4,5,"slca",1.0019279661017,0,6.055,1.14534020919072,236,10,30
3,4,5,"cphl",2.09226731428571,0.01,17.722,2.77584743607118,525,30,100
3,4,5,"ntrz",4.03801865008881,0,17.5599999999999,3.23006159680207,563,30,100
3,4,5,"phos",0.756550724637681,0.238,2.82,0.308530127422922,552,30,100
3,4,5,"slca",3.45724047186933,0,18.0399999999999,2.85977818414692,551,30,100
4,4,5,"cphl",0.36048056,0,3.893,0.575245969026412,125,100,5000
4,4,5,"ntrz",14.2828339694656,1.385,27.8099999999999,4.90450515664154,262,100,5000
4,4,5,"phos",1.26349423076923,0.555,3.74,0.383786357382992,260,100,5000
4,4,5,"slca",11.9445077821012,1.3425,23.75,4.07538743771892,257,100,5000
1,5,5,"cphl",0.498269803921569,0.042,2.064,0.422033154075337,153,0,10
1,5,5,"ntrz",0.454408241758242,0,4.47,0.602013044028381,182,0,10
1,5,5,"phos",0.50851572327044,0.02,2.25,0.313666427779211,159,0,10
1,5,5,"slca",0.961039893617021,0,10.73,1.016955346221,188,0,10
2,5,5,"cphl",0.614860443037975,0.042,2.73,0.494676235453789,158,10,30
2,5,5,"ntrz",0.48884875,0,4.88,0.657102564019123,184,10,30
2,5,5,"phos",0.46593063583815,0.25,1.22,0.168155972856011,173,10,30
2,5,5,"slca",0.882425925925926,0,3.84,0.730935474139945,189,10,30
3,5,5,"cphl",0.510809810725552,0.00908,7.409,0.808570634652749,317,30,100
3,5,5,"ntrz",3.59841347222222,0,18.48,3.57649768882653,360,30,100
3,5,5,"phos",0.735007042253521,0.18,2.86,0.28150705318955,355,30,100
3,5,5,"slca",2.91609677419355,0,16.57,2.64853353184658,372,30,100
4,5,5,"cphl",0.112998539325843,0.00908,2.356,0.318022699552715,89,100,5000
4,5,5,"ntrz",14.116915625,2.51,22.3,4.66912442239086,160,100,5000
4,5,5,"phos",1.23365527950311,0.47,2.74,0.300355087958532,161,100,5000
4,5,5,"slca",12.321506097561,2.09,35.78,5.09275022635714,164,100,5000
1,6,5,"cphl",0.597920505050505,0.05,4.26,0.58421424165611,99,0,10
1,6,5,"ntrz",0.334776083333333,0,1.89,0.382816735859704,120,0,10
1,6,5,"phos",0.38267775,0.06,1.2,0.186207773341711,120,0,10
1,6,5,"slca",0.89158475,0,2.55,0.500350024264464,120,0,10
2,6,5,"cphl",0.606934204545455,0.12,2.68,0.433332195595469,88,10,30
2,6,5,"ntrz",0.416164432989691,0,7.066,0.932148677562322,97,10,30
2,6,5,"phos",0.400520202020202,0.08,1.156,0.164832783530733,99,10,30
2,6,5,"slca",0.975395833333334,0,6.2005,0.917184975077967,96,10,30
3,6,5,"cphl",0.5825778125,0.01,5.73,0.792767333826656,192,30,100
3,6,5,"ntrz",4.91208571428571,0,17.69,4.64110419440628,210,30,100
3,6,5,"phos",0.769700471698113,0.2,1.69,0.301320932574156,212,30,100
3,6,5,"slca",4.1358672985782,0.2315,13.9849999999999,3.22991341346745,211,30,100
4,6,5,"cphl",0.0814457627118644,0.009,0.52,0.111005890698047,59,100,5000
4,6,5,"ntrz",15.4082929292929,5.438,27.01,4.49820016444791,99,100,5000
4,6,5,"phos",1.26017961165049,0.696,1.878,0.266660528615347,103,100,5000
4,6,5,"slca",13.5604607843137,4.117,26.1,4.53054454122581,102,100,5000
1,7,5,"cphl",0.40335995157385,0.018,4.43,0.490777769779466,413,0,10
1,7,5,"ntrz",0.341095533498759,0,13.9725,1.08730505208907,403,0,10
1,7,5,"phos",0.297998756218906,0,1.3925,0.134203094959481,402,0,10
1,7,5,"slca",0.810641089108911,0,14.6485,1.06785362510967,404,0,10
2,7,5,"cphl",0.664441374663073,0.05,8.6693,0.517951464251234,371,10,30
2,7,5,"ntrz",0.426465879265093,0,7.135,0.70539452390774,381,10,30
2,7,5,"phos",0.373697643979058,0.1175,1.076,0.114938889707261,382,10,30
2,7,5,"slca",0.980265091863517,0,7.1,0.757930702160966,381,10,30
3,7,5,"cphl",0.501600036496351,0,5.07,0.548624376024758,548,30,100
3,7,5,"ntrz",4.80547184300341,0,28.3099999999999,3.76950016167448,586,30,100
3,7,5,"phos",0.753808950086058,0,1.51,0.239920210491981,581,30,100
3,7,5,"slca",4.34131465517242,0,19.6499999999999,3.04341949726181,580,30,100
4,7,5,"cphl",0.0274911936339523,0,0.607,0.0494807099089405,377,100,5000
4,7,5,"ntrz",15.7669452789699,0.0915,35.67,4.11999633256298,466,100,5000
4,7,5,"phos",1.25371673819742,0,2.37,0.245001088913279,466,100,5000
4,7,5,"slca",14.0826933045356,0,35.71,4.71671134077383,463,100,5000
1,8,5,"cphl",0.612816090225564,0.041,4.69588,0.941477327904841,133,0,10
1,8,5,"ntrz",0.3038436,0,4.85,0.524708953349224,125,0,10
1,8,5,"phos",0.363544,0.09,1.58,0.23541946962267,125,0,10
1,8,5,"slca",0.837348,0,2.31,0.419820234301578,125,0,10
2,8,5,"cphl",0.767219684210527,0.029,8.5,1.08638020287309,95,10,30
2,8,5,"ntrz",0.450508241758242,0,4.71,0.733111749108769,91,10,30
2,8,5,"phos",0.385039325842697,0.112,0.8815,0.169025553217404,89,10,30
2,8,5,"slca",1.2275,0,4.6,0.869978522271374,90,10,30
3,8,5,"cphl",0.589333483870968,0,10.63,1.23444270217694,155,30,100
3,8,5,"ntrz",5.84448514492754,0,21.1,4.764967185817,138,30,100
3,8,5,"phos",0.860945652173914,0.366,1.61,0.24106532631281,138,30,100
3,8,5,"slca",5.44346071428572,0.0015,14.96,3.42096314799741,140,30,100
4,8,5,"cphl",0.0483802409638554,0,1.53,0.172163590496435,83,100,5000
4,8,5,"ntrz",17.9845064935065,8.563,37.9399999999999,6.41981218649156,77,100,5000
4,8,5,"phos",1.35690909090909,0.65,1.95,0.237284579966656,77,100,5000
4,8,5,"slca",16.5008051948052,8.304,44.31,6.30762850858712,77,100,5000
1,9,5,"cphl",0.383322523364486,0.06,1.22968,0.263652991023519,107,0,10
1,9,5,"ntrz",0.3225155,0,2.515,0.42870569504544,100,0,10
1,9,5,"phos",0.343840206185567,0.0465,1.33,0.206267720784075,97,0,10
1,9,5,"slca",1.47338888888889,0,7,1.14996009592604,99,0,10
2,9,5,"cphl",0.680893953488372,0.1,1.88,0.444451946824345,86,10,30
2,9,5,"ntrz",0.736015306122449,0,7.8,1.18588720855433,98,10,30
2,9,5,"phos",0.352462365591398,0.054,1.44,0.20476843013829,93,10,30
2,9,5,"slca",1.81215730337079,0.253,8,1.61675764121559,89,10,30
3,9,5,"cphl",0.575719105263158,0.02,3.95,0.704319708095992,190,30,100
3,9,5,"ntrz",5.77508055555555,0,29.57,4.73954548090282,198,30,100
3,9,5,"phos",0.847820512820513,0.29,2.47,0.326508511105726,195,30,100
3,9,5,"slca",5.79324074074074,0,39.555,4.26393199867704,189,30,100
4,9,5,"cphl",0.0439858974358974,0.00648,0.3,0.0635018601351234,39,100,5000
4,9,5,"ntrz",15.3746282894737,5.29445,24,4.15968013528552,76,100,5000
4,9,5,"phos",1.29001369863014,0.5755,1.735,0.220470865620651,73,100,5000
4,9,5,"slca",13.6842260273972,6.174,20.2669999999999,3.09932033324455,73,100,5000
1,10,5,"cphl",1.11750994117647,0.01,17.1099999999999,1.50438643102792,170,0,10
1,10,5,"ntrz",0.406341145833334,0,13.5435,1.08014415584592,192,0,10
1,10,5,"phos",0.3065,0.03,1.2705,0.173812609822571,151,0,10
1,10,5,"slca",1.62667346938775,0.2525,11.065,0.993790266017422,196,0,10
2,10,5,"cphl",0.72434191011236,0.01,2.34918,0.442616769339217,178,10,30
2,10,5,"ntrz",0.765836633663366,0,21.4014999999999,1.82883041099595,202,10,30
2,10,5,"phos",0.33647641509434,0.02,1.502,0.179659952391313,212,10,30
2,10,5,"slca",1.58987317073171,0.203,17.364,1.56059712397059,205,10,30
3,10,5,"cphl",0.250054948186529,0.003,1.609,0.295642302862235,386,30,100
3,10,5,"ntrz",5.55902564102564,0,18.606,3.82431834458676,429,30,100
3,10,5,"phos",0.774207013574661,0.06,1.47,0.295183815318492,442,30,100
3,10,5,"slca",5.55329929577464,0.21,17.3415,3.30835046869896,426,30,100
4,10,5,"cphl",0.0237390588235294,0,0.294,0.0336328247975924,85,100,5000
4,10,5,"ntrz",16.0900193370165,5.9,27.71,4.18216850461729,181,100,5000
4,10,5,"phos",1.30366489361702,0.23,2.83,0.314754164221287,188,100,5000
4,10,5,"slca",14.6048666666666,6.008,42.64,4.42393275410568,180,100,5000
1,11,5,"cphl",1.06204510416667,0.013,3.17,0.65504469146527,96,0,10
1,11,5,"ntrz",2.49646757009346,0.02,8.34,2.30819851499276,107,0,10
1,11,5,"phos",0.385780373831776,0.06,0.854,0.147735392241039,107,0,10
1,11,5,"slca",3.35184722222222,0.851,8.68,1.82636007118486,108,0,10
2,11,5,"cphl",1.04536808219178,0.038,3.591,0.699197318026292,73,10,30
2,11,5,"ntrz",1.03247861538462,0.03413,5.943,0.952838340889138,65,10,30
2,11,5,"phos",0.413921052631579,0.05,0.898,0.156223046798087,76,10,30
2,11,5,"slca",2.72450657894737,0.724,8.38,1.50381684942775,76,10,30
3,11,5,"cphl",0.330007986111111,0.012,3.646,0.501296977063894,144,30,100
3,11,5,"ntrz",5.50240653333333,0.01778,19.5,3.85705784112117,150,30,100
3,11,5,"phos",0.758178787878788,0.14,1.4355,0.304783149378149,165,30,100
3,11,5,"slca",5.93418072289156,0.889,20.1299999999999,3.34229230544248,166,30,100
4,11,5,"cphl",0.078033023255814,0.0074,1.111,0.229015948514455,43,100,5000
4,11,5,"ntrz",13.7367208928571,2.37836,26.0399999999999,4.49996635099995,56,100,5000
4,11,5,"phos",1.17121527777778,0.52,1.63,0.273521748065324,72,100,5000
4,11,5,"slca",15.1797397260274,2.68,35.4799999999999,5.52217131844037,73,100,5000
1,12,5,"cphl",0.703819523809524,0.19,2.18,0.454846067592813,42,0,10
1,12,5,"ntrz",2.92025609756098,0.203,6.97,1.83818570580461,41,0,10
1,12,5,"phos",0.549112244897959,0.09,1.196,0.203976823267429,49,0,10
1,12,5,"slca",4.49195744680851,1.55,11.5299999999999,2.36811850841316,47,0,10
2,12,5,"cphl",0.648224375,0.249,1.40193,0.303305139506751,32,10,30
2,12,5,"ntrz",2.25944594594595,0.023,4.09,1.26940022902213,37,10,30
2,12,5,"phos",0.552128205128205,0.201,0.9,0.184729486360202,39,10,30
2,12,5,"slca",3.50410256410256,1.18,7.15,1.47825066948585,39,10,30
3,12,5,"cphl",0.362627014925373,0.018,1.3451,0.314505354186803,67,30,100
3,12,5,"ntrz",5.15716438356164,0.028,24.8599999999999,4.92505614467066,73,30,100
3,12,5,"phos",0.692733766233766,0.15,1.344,0.263194177172427,77,30,100
3,12,5,"slca",5.4466447368421,1.1,18.57,3.1725116640876,76,30,100
4,12,5,"cphl",0.03813,0.01,0.114,0.0233335643673862,24,100,5000
4,12,5,"ntrz",13.7289696969697,6.682,29.19,5.31863539233071,33,100,5000
4,12,5,"phos",1.22558108108108,0.7255,1.698,0.27151523165565,37,100,5000
4,12,5,"slca",13.3039166666667,8.225,25.91,3.03175034427308,36,100,5000
1,1,6,"cphl",0.318594225352113,0.09,1.33,0.210076137141221,71,0,10
1,1,6,"ntrz",8.38683582089552,3.29,14.4499999999999,2.52372553553222,67,0,10
1,1,6,"phos",0.8141875,0.09,1.44,0.247235741560078,64,0,10
1,1,6,"slca",8.59870481927711,1.51,16.52,3.0291440653282,83,0,10
2,1,6,"cphl",0.4434125,0.28,0.693,0.142549153803171,8,10,30
2,1,6,"ntrz",8.62142222222222,4.365,12.63,2.32046630295104,45,10,30
2,1,6,"phos",0.830965909090909,0.28,1.4,0.204071134363853,44,10,30
2,1,6,"slca",8.6425,3.53,14.24,2.74911054261377,50,10,30
3,1,6,"cphl",0.2546725,0.04,0.34,0.0944772448914167,12,30,100
3,1,6,"ntrz",9.59999999999999,3.716,19.07,3.19314028671227,65,30,100
3,1,6,"phos",0.8813984375,0.51,1.45,0.226182574442964,64,30,100
3,1,6,"slca",9.11087012987013,3.7665,17.64,2.87025044455893,77,30,100
4,1,6,"cphl",0.0757185714285714,0.03861,0.11759,0.0306911406481694,7,100,5000
4,1,6,"ntrz",15.65216,7.42,22.8999999999999,4.93460553919965,25,100,5000
4,1,6,"phos",1.31816,0.86,1.783,0.284908710525553,25,100,5000
4,1,6,"slca",15.67322,5.885,28.7899999999999,6.5930152561884,25,100,5000
1,2,6,"cphl",0.534027307692308,0.16299,1.17,0.210968545169888,78,0,10
1,2,6,"ntrz",11.994318627451,3.67,20.84,4.34242098817703,102,0,10
1,2,6,"phos",0.692807692307692,0.38,1.18,0.175522373033752,104,0,10
1,2,6,"slca",7.4328786407767,0.6,10.97,1.9226458146926,103,0,10
2,2,6,"cphl",0.47537,0.07087,0.811,0.259409353267187,17,10,30
2,2,6,"ntrz",9.7075108695652,4.05,16.6499999999999,4.45939782492998,46,10,30
2,2,6,"phos",0.747744444444444,0.49,1.12,0.145318248800154,45,10,30
2,2,6,"slca",6.96744565217391,4.55,12.7799999999999,2.10848449847609,46,10,30
3,2,6,"cphl",0.480257037037037,0.07795,1.095,0.250151404658102,27,30,100
3,2,6,"ntrz",9.90145890410958,4.17,22.89,4.88675705830551,73,30,100
3,2,6,"phos",0.749479166666667,0.4,1.135,0.177992254094401,72,30,100
3,2,6,"slca",7.20330821917808,4.21,11.81,2.07505964377154,73,30,100
4,2,6,"cphl",0.0780046666666667,0.01362,0.29981,0.0735582536756381,15,100,5000
4,2,6,"ntrz",14.1565967741935,4.4815,29.39,7.52997384504017,31,100,5000
4,2,6,"phos",1.0003125,0.45,1.69,0.290209038953515,32,100,5000
4,2,6,"slca",10.66265625,4.224,23.77,3.70608149823672,32,100,5000
1,3,6,"cphl",3.08326371115173,0.02592,21.0774,3.69745652532574,547,0,10
1,3,6,"ntrz",4.10571497427101,0,13.5015,2.38358681990706,583,0,10
1,3,6,"phos",0.667799313893654,0.13,3.025,0.205229240268146,583,0,10
1,3,6,"slca",4.41478559176672,0,10.615,2.53174922235839,583,0,10
2,3,6,"cphl",3.608363,0.162,22.7144799999999,4.30430157674941,340,10,30
2,3,6,"ntrz",4.23951627218935,0,17.6755,2.37008685636365,338,10,30
2,3,6,"phos",0.674224035608308,0.121,1.195,0.166034530395534,337,10,30
2,3,6,"slca",4.33854881656805,0.177,11.911,2.44601070748699,338,10,30
3,3,6,"cphl",2.23837224561403,0.01,22.9191199999999,3.19903789639534,570,30,100
3,3,6,"ntrz",5.73793954225352,0.086,16.1999999999999,2.80606969888316,568,30,100
3,3,6,"phos",0.748675448154656,0.054,1.46,0.179482652433294,569,30,100
3,3,6,"slca",5.27824867724867,0.277,12.92,2.57458790381026,567,30,100
4,3,6,"cphl",0.21753552238806,0.004,8,0.63446319458882,201,100,5000
4,3,6,"ntrz",11.4093646788991,2.664,24.53,3.26627528975592,218,100,5000
4,3,6,"phos",1.03094520547945,0.503,1.6,0.156546507180433,219,100,5000
4,3,6,"slca",10.3568050458715,2.095,28.43,2.80765960186207,218,100,5000
1,4,6,"cphl",4.89826399999999,0.11,19.7609999999999,4.14324076580425,325,0,10
1,4,6,"ntrz",0.899917808219178,0,17.3649999999999,1.33429317578268,365,0,10
1,4,6,"phos",0.509991913746631,0.143,3.07,0.274495300879097,371,0,10
1,4,6,"slca",1.44414158602151,0,19.5309999999999,1.75017483704939,372,0,10
2,4,6,"cphl",5.14072749003985,0.04,19.949,4.20700160491457,502,10,30
2,4,6,"ntrz",1.17963992869875,0,19.8009999999999,1.4966942187377,561,10,30
2,4,6,"phos",0.547,0.15,3.05,0.267795374509523,576,10,30
2,4,6,"slca",1.46942303819444,0,12.554,1.65125860379403,576,10,30
3,4,6,"cphl",3.19433815551537,0.02,20.654,3.5406009521367,1106,30,100
3,4,6,"ntrz",3.92767967479675,0,16.46,2.88958986700625,1230,30,100
3,4,6,"phos",0.725906425702811,0.242,2.82,0.275420095450513,1245,30,100
3,4,6,"slca",3.69259470304975,0,16.1499999999999,2.81224548853959,1246,30,100
4,4,6,"cphl",0.55901037037037,0.02,5.943,0.793913578163987,135,100,5000
4,4,6,"ntrz",13.5950023364486,2.12,24.295,4.91580924245348,428,100,5000
4,4,6,"phos",1.1307947845805,0.438,3.04,0.320151591146517,441,100,5000
4,4,6,"slca",11.865977324263,2.04,35.6899999999999,5.14348164356269,441,100,5000
1,5,6,"cphl",0.571058926553673,0.01,6.28,0.666588971147206,177,0,10
1,5,6,"ntrz",0.901346820809248,0,7.36,1.21615238247026,173,0,10
1,5,6,"phos",0.634630952380952,0.02,2.09,0.368172852361298,168,0,10
1,5,6,"slca",0.728350000000001,0,4.64,0.772207318133395,180,0,10
2,5,6,"cphl",0.987625,0.04,7.18,1.02070056159849,100,10,30
2,5,6,"ntrz",0.939740641025641,0,9.56,1.49110656592828,156,10,30
2,5,6,"phos",0.561748300653595,0.23,1.83,0.293606693309781,153,10,30
2,5,6,"slca",0.830247160493827,0,4.55,0.797991446156205,162,10,30
3,5,6,"cphl",1.34956613636364,0.0174,11.67,1.73707987178822,220,30,100
3,5,6,"ntrz",3.75956506451613,0,18.4699999999999,3.29680274329379,310,30,100
3,5,6,"phos",0.782909426751592,0.17,2.24,0.286363935597994,314,30,100
3,5,6,"slca",3.286684625,0,18.41,2.81481761948238,320,30,100
4,5,6,"cphl",0.921666666666667,0.127,2.876,0.7976506792203,12,100,5000
4,5,6,"ntrz",12.18919640625,0.84,28.8599999999999,6.01460818444409,64,100,5000
4,5,6,"phos",1.18063935483871,0.52,2.16,0.304346530825975,62,100,5000
4,5,6,"slca",10.8469369354839,3.27,33.765,5.99623391803188,62,100,5000
1,6,6,"cphl",0.594296018099547,0,9.1,0.73959499301705,221,0,10
1,6,6,"ntrz",0.302890460358056,0,6.91,0.507001160994264,391,0,10
1,6,6,"phos",0.410441192893401,0.02,1.51,0.179074162653705,394,0,10
