"depth_bin","month","box","variable","mval","min","max","std","no","min_depth","max_depth"
4,10,2,"slca",3.6625,1.03,6.89,2.87855721962699,4,100,5000
1,11,2,"cphl",1.84336734693878,0.32,5.95,1.25272564185784,98,0,10
1,11,2,"ntrz",3.446,0.3,6.2,1.51962166344127,25,0,10
1,11,2,"phos",0.370413793103448,0.08,0.76,0.214672926838112,29,0,10
1,11,2,"slca",2.30363636363636,1,6.08,1.96038400690922,11,0,10
2,11,2,"cphl",2.12281690140845,0.23,4.42,0.996603063408886,71,10,30
2,11,2,"ntrz",3.1592,0.2,7.6,1.52611685878463,25,10,30
2,11,2,"phos",0.525903225806452,0.22,1.26,0.251580252913288,31,10,30
2,11,2,"slca",2.98166666666667,2,6,1.51320080183255,6,10,30
3,11,2,"cphl",1.47575,0.07,4.35,1.16296237013885,40,30,100
3,11,2,"ntrz",10.4007407407407,0,28.3999999999999,9.45111549213021,27,30,100
3,11,2,"phos",0.403783783783784,0.02,1.17,0.299140912088743,37,30,100
3,11,2,"slca",2.66666666666667,1,10,2.66368881351371,15,30,100
4,11,2,"cphl",NA,NA,NA,NA,0,100,5000
4,11,2,"ntrz",10.3233333333333,2.1,16.07,7.30688944307585,3,100,5000
4,11,2,"phos",1.64333333333333,1.28,2.21,0.497225636239055,3,100,5000
4,11,2,"slca",7.5,3,12,6.36396103067893,2,100,5000
1,12,2,"cphl",1.26621495327103,0.15,3.91,0.836137537578108,214,0,10
1,12,2,"ntrz",4.98730769230769,0,11.24,2.04278803902104,104,0,10
1,12,2,"phos",0.44874,0.036,1.24,0.237637982033703,100,0,10
1,12,2,"slca",5.53057142857143,0.37,33,6.66926367222099,70,0,10
2,12,2,"cphl",1.19804347826087,0.1,4.86,0.901253961742922,276,10,30
2,12,2,"ntrz",4.96440251572327,0.74,9.77,1.93201265530192,159,10,30
2,12,2,"phos",0.398798742138365,0.048,0.993,0.187916180475455,159,10,30
2,12,2,"slca",3.18239583333333,0.2,18,2.1703275255091,96,10,30
3,12,2,"cphl",1.15170854271357,0.06,4.87,0.960558599833728,199,30,100
3,12,2,"ntrz",5.72776315789473,0.72,12.8699999999999,2.68753714217202,152,30,100
3,12,2,"phos",0.515878378378378,0.08,1.61,0.275291012512471,148,30,100
3,12,2,"slca",6.7252380952381,0.14,32,7.25120521749503,105,30,100
4,12,2,"cphl",0.035,0.03,0.04,0.00707106781186548,2,100,5000
4,12,2,"ntrz",15.9947826086956,2.45,27.05,5.42801476313159,23,100,5000
4,12,2,"phos",0.935363636363637,0.078,1.7,0.351023747053773,22,100,5000
4,12,2,"slca",25.188,0.94,52,21.1642793404359,5,100,5000
1,1,3,"cphl",0.635,0.51,0.79,0.122610494384997,4,0,10
1,1,3,"ntrz",13.175,13.1199999999999,13.23,0.0777817459305914,2,0,10
1,1,3,"phos",0.985,0.85,1.12,0.190918830920368,2,0,10
1,1,3,"slca",9.81499999999995,9.59,10.0399999999999,0.318198051533876,2,0,10
2,1,3,"cphl",NA,NA,NA,NA,0,10,30
2,1,3,"ntrz",NA,NA,NA,NA,0,10,30
2,1,3,"phos",NA,NA,NA,NA,0,10,30
2,1,3,"slca",NA,NA,NA,NA,0,10,30
3,1,3,"cphl",NA,NA,NA,NA,0,30,100
3,1,3,"ntrz",NA,NA,NA,NA,0,30,100
3,1,3,"phos",NA,NA,NA,NA,0,30,100
3,1,3,"slca",NA,NA,NA,NA,0,30,100
4,1,3,"cphl",NA,NA,NA,NA,0,100,5000
4,1,3,"ntrz",NA,NA,NA,NA,0,100,5000
4,1,3,"phos",NA,NA,NA,NA,0,100,5000
4,1,3,"slca",NA,NA,NA,NA,0,100,5000
1,2,3,"cphl",1.18170125475285,0.09,4.76,1.12903409115306,263,0,10
1,2,3,"ntrz",8.20120202020202,0.4,13.8599999999999,2.8126126192177,198,0,10
1,2,3,"phos",0.815861702127659,0.08,1.64,0.295733104346999,188,0,10
1,2,3,"slca",8.48028212290503,0.55,20,3.04794315615658,179,0,10
2,2,3,"cphl",1.39248226950355,0.04,5.66,1.18505591322861,282,10,30
2,2,3,"ntrz",7.38855999999999,0.05,14.1,3.37666988652735,125,10,30
2,2,3,"phos",0.905912,0.15,2.09,0.366222037708309,125,10,30
2,2,3,"slca",9.01663636363635,0.38,20,4.55563614572581,110,10,30
3,2,3,"cphl",1.09431306273063,0,7.05,1.21319601381878,271,30,100
3,2,3,"ntrz",8.21006640624999,0.4,27.3,3.66142669496901,256,30,100
3,2,3,"phos",0.89387109375,0.22,2.92,0.330902596568921,256,30,100
3,2,3,"slca",9.45687708333333,0.41,23,3.69550015334377,240,30,100
4,2,3,"cphl",0.239279545454545,0,1.07987,0.250940364016656,44,100,5000
4,2,3,"ntrz",13.4772665505226,0.7,28.59,4.69288595186361,287,100,5000
4,2,3,"phos",1.07351936619718,0.32,2.18,0.303328194271287,284,100,5000
4,2,3,"slca",13.1619539007092,4,26.3099999999999,4.73930476112938,282,100,5000
1,3,3,"cphl",1.39462772727273,0.15,14.17,1.78349739283024,220,0,10
1,3,3,"ntrz",6.78364117647058,0.01,15.33,4.13600072076876,170,0,10
1,3,3,"phos",1.04224702380952,0.455,1.81,0.340244883619743,168,0,10
1,3,3,"slca",7.00496666666666,0,15.6,2.82521608451229,165,0,10
2,3,3,"cphl",1.17730168776371,0.12,14.17,1.75109517421232,237,10,30
2,3,3,"ntrz",5.76406493506493,0.01,14.81,3.7826336727592,154,10,30
2,3,3,"phos",0.91376948051948,0.453,1.8,0.327979759523732,154,10,30
2,3,3,"slca",7.59188129496403,2.5715,20,3.10305760067805,139,10,30
3,3,3,"cphl",0.813991370558376,0.009,5.58,1.00092835600443,197,30,100
3,3,3,"ntrz",6.46446717171716,0.01,15.01,4.58694544721417,198,30,100
3,3,3,"phos",0.897564676616915,0.363,1.84,0.359755341580942,201,30,100
3,3,3,"slca",9.12989999999999,2.305,29,3.90588680779503,180,30,100
4,3,3,"cphl",0.496190909090909,0.0064,3.557,1.0023105302137,33,100,5000
4,3,3,"ntrz",9.30094863013697,0.01,21.1505,5.84375895196936,146,100,5000
4,3,3,"phos",1.0665102739726,0.62,1.83,0.283034897745832,146,100,5000
4,3,3,"slca",11.8968625954198,1.175,31,5.24002306441395,131,100,5000
1,4,3,"cphl",1.15794353562005,0,11.367,1.76683794080795,379,0,10
1,4,3,"ntrz",4.25485564853556,0,13.74,2.83266917892509,478,0,10
1,4,3,"phos",1.04867784552846,0.06,3.22,0.653565474382264,492,0,10
1,4,3,"slca",4.7447040229885,0,15.42,3.51444100790212,348,0,10
2,4,3,"cphl",1.93484813559322,0.09,14.762,2.7267881198957,295,10,30
2,4,3,"ntrz",4.77146019900497,0,16.85,2.78722292713448,402,10,30
2,4,3,"phos",0.999809876543209,0.11,4.34,0.636465948122941,405,10,30
2,4,3,"slca",5.18985106382979,0,15,3.24647736042629,282,10,30
3,4,3,"cphl",0.886176216216215,0,7.509,1.24015962141463,370,30,100
3,4,3,"ntrz",7.47986155747837,0.45,36.7,2.9155781924271,809,30,100
3,4,3,"phos",1.09111165644172,0.24,4.45,0.643272652117468,815,30,100
3,4,3,"slca",7.09308500772796,0.4,18,3.25612119536305,647,30,100
4,4,3,"cphl",0.816656097560976,0.115,3.3,0.882471229006584,41,100,5000
4,4,3,"ntrz",13.1298121621621,0.27,21.5799999999999,4.03494747009863,740,100,5000
4,4,3,"phos",1.09890637450199,0.28,3.35,0.331341964651474,753,100,5000
4,4,3,"slca",12.2601967930029,0.93,50,4.77943292797804,686,100,5000
1,5,3,"cphl",1.40312585034014,0.1,7.51,1.1965452093559,294,0,10
1,5,3,"ntrz",2.26302,0.01,14.91,3.11505025012701,50,0,10
1,5,3,"phos",0.411079365079365,0.009,1.35,0.265862340172825,63,0,10
1,5,3,"slca",3.71382258064516,0.5,28,3.97191637904233,62,0,10
2,5,3,"cphl",1.44015537848606,0.14,8.1,1.27630569839712,251,10,30
2,5,3,"ntrz",2.12359375,0.01,12.3,2.82306741154352,64,10,30
2,5,3,"phos",0.400011904761905,0.038,0.97,0.234983387982328,84,10,30
2,5,3,"slca",4.54998571428571,0.1,26,4.00345705860357,70,10,30
3,5,3,"cphl",0.453126637554585,0.01,5.38,0.64691210297869,229,30,100
3,5,3,"ntrz",7.55228571428571,0.3,24,4.49761195981326,112,30,100
3,5,3,"phos",0.669308823529412,0.068,1.26,0.295335603570554,136,30,100
3,5,3,"slca",5.38328571428571,0.1,13.6999999999999,2.94228138924334,112,30,100
4,5,3,"cphl",0.125166666666667,0.01,0.45,0.162419723761207,6,100,5000
4,5,3,"ntrz",14.22,5.18,24.1,4.225974789091,62,100,5000
4,5,3,"phos",0.96974358974359,0.08,1.48,0.339048800682275,78,100,5000
4,5,3,"slca",5.44161666666666,0,24,4.19881733183978,60,100,5000
1,6,3,"cphl",1.49776923076923,0.08,13.16,1.40209455082598,247,0,10
1,6,3,"ntrz",1.09120408163265,0,9.81,2.19136385404531,49,0,10
1,6,3,"phos",0.350140350877193,0.07,1.2,0.258974932501507,57,0,10
1,6,3,"slca",1.6718947368421,0.35,4.25,0.988218265350095,38,0,10
2,6,3,"cphl",1.85999322033898,0.23,10.56,1.46394180628834,295,10,30
2,6,3,"ntrz",1.17515789473684,0,8.61999999999999,1.52730692945685,57,10,30
2,6,3,"phos",0.422079207920792,0.05,1.18,0.225319625561926,101,10,30
2,6,3,"slca",2.21997826086956,0.19,9.06,1.5985740936379,46,10,30
3,6,3,"cphl",0.617735714285715,0.02,6.58,0.919993042756258,280,30,100
3,6,3,"ntrz",6.19686274509803,0,21.4899999999999,3.68456705152887,102,30,100
3,6,3,"phos",0.768932291666667,0,1.59,0.297104826810492,192,30,100
3,6,3,"slca",5.13225,0,15.77,2.76158605735867,92,30,100
4,6,3,"cphl",0.162058823529412,0.01,1.23,0.31512566354318,17,100,5000
4,6,3,"ntrz",14.5843076923077,6.83,26.16,5.07413716621245,26,100,5000
4,6,3,"phos",1.22223529411765,0.24,1.64,0.286814302254248,85,100,5000
4,6,3,"slca",10.0947777777778,4.7,15.75,2.37507038492195,27,100,5000
1,7,3,"cphl",0.80191772861357,0.03,4.21,0.777156874687357,339,0,10
1,7,3,"ntrz",0.509025835866261,0,6.96,1.03681993584275,329,0,10
1,7,3,"phos",0.3048015625,0.02,1.41,0.205201599390783,320,0,10
1,7,3,"slca",1.88105792682927,0.09,7.56,1.15093643750581,328,0,10
2,7,3,"cphl",1.57255083140878,0.03,10.52,1.37147563794887,433,10,30
2,7,3,"ntrz",1.9701301369863,0,9.76,2.18547537079282,365,10,30
2,7,3,"phos",0.433412328767123,0.054,1.41,0.24822377629231,365,10,30
2,7,3,"slca",2.75161885245902,0.2,7.65,1.45809853856458,366,10,30
3,7,3,"cphl",0.59569328125,0.01,6.92,0.626609657613128,448,30,100
3,7,3,"ntrz",8.38659243697479,0.111,18.53,3.37913538712271,595,30,100
3,7,3,"phos",0.761835016835017,0.16,1.88,0.259984043587585,594,30,100
3,7,3,"slca",6.44984815436241,0.3,17.0399999999999,2.44635343235186,596,30,100
4,7,3,"cphl",0.0642117241379311,0,1.74,0.156430896236989,203,100,5000
4,7,3,"ntrz",16.4086386233269,0.48,25.93,3.31548251624358,523,100,5000
4,7,3,"phos",1.14300956022945,0.24,3.06,0.265433986252424,523,100,5000
4,7,3,"slca",12.7687292870906,1,27.3,3.24362076325517,519,100,5000
1,8,3,"cphl",0.567248554913295,0.04,3.15,0.49386055319372,173,0,10
1,8,3,"ntrz",0.343422818791946,0,5.38,0.811617314139441,149,0,10
1,8,3,"phos",0.217583333333333,0,1.051,0.219118465898934,144,0,10
1,8,3,"slca",1.96769736842105,0,9.55,1.66363301098073,152,0,10
2,8,3,"cphl",1.17975471698113,0.05,7.85,0.914885481028214,265,10,30
2,8,3,"ntrz",1.15665454545455,0,8.69999999999999,1.7744128484848,275,10,30
2,8,3,"phos",0.327292,0,0.995,0.251150666663383,250,10,30
2,8,3,"slca",2.55626459143969,0,9.73,1.87150613436555,257,10,30
3,8,3,"cphl",0.471138211382114,0,2.26,0.459680817838892,246,30,100
3,8,3,"ntrz",7.92999999999999,0,17.975,3.85376979442731,437,30,100
3,8,3,"phos",0.768944862155388,0,1.62,0.299822538747714,399,30,100
3,8,3,"slca",6.43344444444444,0,19,3.01077517073475,405,30,100
4,8,3,"cphl",0.0963157894736842,0,0.27,0.091785409535006,19,100,5000
4,8,3,"ntrz",16.3585858585858,3.86,27.6999999999999,3.74469151966082,396,100,5000
4,8,3,"phos",1.09191581632653,0.28,1.825,0.28150270049964,392,100,5000
4,8,3,"slca",11.4803351206434,1,23,3.74523501319462,373,100,5000
1,9,3,"cphl",0.778421052631579,0.06,2.32,0.632791013346298,38,0,10
1,9,3,"ntrz",2.15492857142857,0,22.6999999999999,3.71991055366057,140,0,10
1,9,3,"phos",0.539591549295775,0.07,2.72,0.483409436242867,142,0,10
1,9,3,"slca",4.31078431372549,0.56,16,3.70480439650802,102,0,10
2,9,3,"cphl",0.936666666666667,0.12,2.49,0.644158544059657,30,10,30
2,9,3,"ntrz",2.05042168674699,0,16.8999999999999,3.20482862065497,166,10,30
2,9,3,"phos",0.644896341463414,0.082,2.79,0.536580866225029,164,10,30
2,9,3,"slca",5.90842519685039,0,19,4.61636623144786,127,10,30
3,9,3,"cphl",0.285172413793103,0.02,1.66,0.349904279662465,29,30,100
3,9,3,"ntrz",6.58816393442622,0,24,3.76894197241853,305,30,100
3,9,3,"phos",0.949259740259741,0.16,3.12,0.507193000871297,308,30,100
3,9,3,"slca",9.37151851851852,0,29,4.82594247104713,270,30,100
4,9,3,"cphl",NA,NA,NA,NA,0,100,5000
4,9,3,"ntrz",14.0090220820189,0.01,35.2999999999999,5.00414087925032,317,100,5000
4,9,3,"phos",1.21614240506329,0.08,3.66,0.425101312263519,316,100,5000
4,9,3,"slca",16.08978125,1,28,5.20824475534918,320,100,5000
1,10,3,"cphl",1.70954047619048,0.14,14.27,1.16490717190716,462,0,10
1,10,3,"ntrz",3.43867877094972,0,18.51,3.46087868890576,179,0,10
1,10,3,"phos",0.923010752688172,0.053,3.69,0.636261373194138,186,0,10
1,10,3,"slca",3.80826,0.71,19.8,2.66607510006665,175,0,10
2,10,3,"cphl",1.42132248803828,0.07,4.87,0.935394118411732,418,10,30
2,10,3,"ntrz",3.34654187192118,0,15.5,2.9103638819258,203,10,30
2,10,3,"phos",0.829747641509434,0.152,3.9,0.604406291855257,212,10,30
2,10,3,"slca",3.77169289340102,0.71,11.1999999999999,2.08118658593107,197,10,30
3,10,3,"cphl",0.614569976359338,0.022,9.24,0.962242350680126,423,30,100
3,10,3,"ntrz",8.70709918478261,0,22.94,4.25505353361423,368,30,100
3,10,3,"phos",1.19622207792208,0.203,3.38,0.741693107725664,385,30,100
3,10,3,"slca",6.65996056338028,1,16.12,3.04860438614829,355,30,100
4,10,3,"cphl",0.584563157894735,0.0142,16.51,2.70844174069252,57,100,5000
4,10,3,"ntrz",15.6718490990991,0.34,23.27,3.79090560145752,222,100,5000
4,10,3,"phos",1.38395319148936,0.183,3.59,0.621566122291745,235,100,5000
4,10,3,"slca",9.09503472222221,0.28,18.0799999999999,3.51841462050906,216,100,5000
1,11,3,"cphl",1.15931297709924,0.06,4.46,0.866576101536026,131,0,10
1,11,3,"ntrz",2.35294117647059,0,8.88,2.04868994269104,34,0,10
1,11,3,"phos",0.5211,0.08,3.1,0.445835476151093,40,0,10
1,11,3,"slca",2.84769230769231,1,8,1.94651135664256,26,0,10
2,11,3,"cphl",1.31158415841584,0.15,3.52,0.865430219801998,101,10,30
2,11,3,"ntrz",3.17551020408163,0,8.67,2.21562826043436,49,10,30
2,11,3,"phos",0.629350877192982,0.085,4,0.510335061196776,57,10,30
2,11,3,"slca",2.70277777777778,1,6.6,1.43582850370909,36,10,30
3,11,3,"cphl",0.910666666666667,0.02,3.71,0.898242026816124,75,30,100
3,11,3,"ntrz",7.16053763440859,0,23.5,3.9213455337121,93,30,100
3,11,3,"phos",0.804184210526315,0.343,2.21,0.250304966761857,114,30,100
3,11,3,"slca",5.12421875,1,9.9,2.14094312750209,64,30,100
4,11,3,"cphl",NA,NA,NA,NA,0,100,5000
4,11,3,"ntrz",14.4075,0.2,22.6499999999999,4.20870753211827,56,100,5000
4,11,3,"phos",1.17166666666667,0.09,2.01,0.276512454068351,69,100,5000
4,11,3,"slca",8.60759999999998,1,14,3.41675562485816,25,100,5000
1,12,3,"cphl",0.993345744680851,0.15,3.06,0.489185487641134,188,0,10
1,12,3,"ntrz",6.53601449275362,1.68,13.5,2.67891612461608,69,0,10
1,12,3,"phos",0.54525,0,1.51,0.295946817277558,68,0,10
1,12,3,"slca",7.01809375,2.29,41,7.71576635693425,32,0,10
2,12,3,"cphl",0.932687500000001,0.09,2.96,0.469310161264773,224,10,30
2,12,3,"ntrz",6.40322077922078,0,12.75,2.81237526330819,77,10,30
2,12,3,"phos",0.519896103896104,0.12,2.064,0.290138468957205,77,10,30
2,12,3,"slca",5.50323076923077,2,19,3.28301110942613,26,10,30
3,12,3,"cphl",0.670381720430108,0.05,2.87,0.445478484922579,186,30,100
3,12,3,"ntrz",9.00437634408601,1.5,20.3799999999999,3.72523378873576,93,30,100
3,12,3,"phos",0.676806451612903,0.087,1.9,0.294189020058774,93,30,100
3,12,3,"slca",8.88914634146341,0,40,8.64296466081221,41,30,100
4,12,3,"cphl",0.13125,0,0.55,0.158345493950871,12,100,5000
4,12,3,"ntrz",15.9371195652174,3.19,23.385,4.53471367898593,92,100,5000
4,12,3,"phos",1.08406451612903,0.27,1.63,0.304878978357971,93,100,5000
4,12,3,"slca",22.5119259259259,6,49,16.5531554624347,27,100,5000
1,1,4,"cphl",0.280344827586207,0.15,1.02,0.155482722021743,29,0,10
1,1,4,"ntrz",11.7161111111111,1.4,20.7399999999999,4.08284863984362,36,0,10
1,1,4,"phos",0.952777777777778,0.51,1.63,0.272277286300052,36,0,10
1,1,4,"slca",10.9302777777778,5,14.51,2.08046764813121,36,0,10
2,1,4,"cphl",0.20875,0.11,0.33,0.067515430335097,16,10,30
2,1,4,"ntrz",11.2977777777778,1.4,17.05,4.117715751061,18,10,30
2,1,4,"phos",1.01777777777778,0.46,2.22,0.415402789018301,18,10,30
2,1,4,"slca",10.0872222222222,1,12.7799999999999,3.05558852626299,18,10,30
3,1,4,"cphl",0.12875,0.02,0.28,0.0737394060187631,24,30,100
3,1,4,"ntrz",11.5024137931034,1,24.1099999999999,5.65292506784406,29,30,100
3,1,4,"phos",1.00172413793103,0.35,2.16,0.485386951422097,29,30,100
3,1,4,"slca",11.4103448275862,0,18.8,4.84446995682309,29,30,100
4,1,4,"cphl",0.066,0.03,0.12,0.0391152144312159,5,100,5000
4,1,4,"ntrz",15.8666666666666,7,21.6999999999999,4.8023896829252,6,100,5000
4,1,4,"phos",1.13333333333333,0.65,1.51,0.334045905029034,6,100,5000
4,1,4,"slca",14.9966666666666,7,18.96,4.48415283712168,6,100,5000
1,2,4,"cphl",0.351385882352941,0.05,0.7812,0.160598795548574,85,0,10
1,2,4,"ntrz",7.91534,0.4,14.01,3.00483552092919,75,0,10
1,2,4,"phos",0.823933333333333,0.02,1.6,0.313324940248647,45,0,10
1,2,4,"slca",7.92476712328767,0,13.02,2.23554332521293,73,0,10
2,2,4,"cphl",0.535853658536585,0.37,0.83,0.0980044797383287,41,10,30
2,2,4,"ntrz",6.80734693877551,0.4,11.05,3.86534645682538,49,10,30
2,2,4,"phos",0.827390243902439,0.46,1.05,0.145026528271344,41,10,30
2,2,4,"slca",7.8541304347826,2,12.06,2.87653462507846,46,10,30
3,2,4,"cphl",0.44708,0.18,0.66,0.131557313239009,25,30,100
3,2,4,"ntrz",6.10120634920634,0.4,17.35,4.53618157655123,63,30,100
3,2,4,"phos",0.895894736842105,0.24,1.5,0.230513222754491,57,30,100
3,2,4,"slca",9.1328923076923,2,20.23,3.59702470419598,65,30,100
4,2,4,"cphl",0.2268,0.2268,0.2268,0,1,100,5000
4,2,4,"ntrz",9.30558823529411,0.1,20.2899999999999,6.32063631150794,17,100,5000
4,2,4,"phos",0.962764705882353,0.18,1.53,0.407831081670427,17,100,5000
4,2,4,"slca",11.6773529411764,4,15.18,2.87711667605729,17,100,5000
1,3,4,"cphl",1.05390526315789,0.237,2.7984,0.668379699192931,57,0,10
1,3,4,"ntrz",4.3835948275862,0.01,10.0109999999999,2.67980095237663,58,0,10
1,3,4,"phos",0.660508620689655,0.435,1.01,0.160389752576022,58,0,10
1,3,4,"slca",5.29672222222222,2.644,12.423,2.40595668154252,54,0,10
2,3,4,"cphl",1.31243714285714,0.339,3.0253,0.657469101973941,35,10,30
2,3,4,"ntrz",3.34974,0.01,6.525,1.79114388612873,50,10,30
2,3,4,"phos",0.58366,0.36,0.787,0.0939858022278268,50,10,30
2,3,4,"slca",5.20339285714286,2.6825,20,3.30850063221429,42,10,30
3,3,4,"cphl",0.671083928571429,0.052,2.0799,0.474748065543203,56,30,100
3,3,4,"ntrz",5.31837209302326,0.01,13.034,3.16399843569721,86,30,100
3,3,4,"phos",0.737790697674418,0.44,1.14,0.161702876854547,86,30,100
3,3,4,"slca",7.08497222222222,2.253,21,3.38637984638555,72,30,100
4,3,4,"cphl",0.122610714285714,0.0218,0.44,0.112791289850491,28,100,5000
4,3,4,"ntrz",11.4991323529412,0.01,18.9959999999999,4.50878745426188,34,100,5000
4,3,4,"phos",1.01367647058824,0.67,1.3125,0.16648286299801,34,100,5000
4,3,4,"slca",10.3533548387097,5.63,21,3.03076039466872,31,100,5000
1,4,4,"cphl",3.83389509202454,0.247,19.5719999999999,3.99870275868579,163,0,10
1,4,4,"ntrz",3.06876706563707,0,11.46,3.33060288823685,259,0,10
1,4,4,"phos",0.645447414448669,0.08,2.36,0.321514555970523,263,0,10
1,4,4,"slca",3.50492748091603,0,23,3.84093768764755,262,0,10
2,4,4,"cphl",4.04578210526316,0.31,27.076,4.25140786809628,285,10,30
2,4,4,"ntrz",2.26315044247788,0,10.115,2.14159241983266,339,10,30
2,4,4,"phos",0.645392753623189,0.18,3.02,0.359447179432512,345,10,30
2,4,4,"slca",2.3670583090379,0,16,2.38524642322635,343,10,30
3,4,4,"cphl",1.92793149078727,0.04,18.82,2.80177504808058,597,30,100
3,4,4,"ntrz",5.64583827160494,0,16.7199999999999,2.87806965288194,810,30,100
3,4,4,"phos",0.822148351648351,0.15,3.99,0.334004768653414,819,30,100
3,4,4,"slca",4.87215750915751,0.033,20,2.74197162361247,819,30,100
4,4,4,"cphl",0.519439772727273,0.02,5.176,0.793861864926043,88,100,5000
4,4,4,"ntrz",10.5344187192118,4.37,21.8969999999999,3.55951433541209,203,100,5000
4,4,4,"phos",1.02528985507246,0.289,3.5,0.37964107096132,207,100,5000
4,4,4,"slca",8.9487619047619,2.53,32,3.5944032585597,210,100,5000
1,5,4,"cphl",1.02868181818182,0.09,3.98,0.837484596467776,88,0,10
1,5,4,"ntrz",3.14208888888889,0.08,10.35,2.68638652771332,90,0,10
1,5,4,"phos",0.626032608695652,0.013,1.7,0.288998553214636,92,0,10
1,5,4,"slca",3.14551648351648,0.019,18.385,2.75481351400553,91,0,10
2,5,4,"cphl",1.11149333333333,0.153,6.044,1.11535606208297,75,10,30
2,5,4,"ntrz",1.87538571428571,0,8.965,1.9964746051649,70,10,30
2,5,4,"phos",0.543423076923077,0.038,1.52,0.338885818384449,78,10,30
2,5,4,"slca",2.82423611111111,0.068,9.27,2.60056008860635,72,10,30
3,5,4,"cphl",0.770338461538461,0.05,5.29,1.09674621341894,130,30,100
3,5,4,"ntrz",4.72913483146067,0.201,15.59,2.56535336357837,178,30,100
3,5,4,"phos",0.759590425531915,0.08,2.95,0.335051528184629,188,30,100
3,5,4,"slca",3.87197222222222,0,9.41,2.38431560851574,180,30,100
4,5,4,"cphl",0.4044,0.049,2.047,0.606312204139822,10,100,5000
4,5,4,"ntrz",9.05604444444444,4.18,24,4.7163744066215,45,100,5000
4,5,4,"phos",0.905938775510204,0.08,1.81,0.285914716900225,49,100,5000
4,5,4,"slca",6.38273913043478,1,13.257,2.59560333756727,46,100,5000
1,6,4,"cphl",2.695,0.04,16.64,2.86138743063029,72,0,10
1,6,4,"ntrz",1.52125,0,7.29,1.64109543004857,96,0,10
1,6,4,"phos",0.443784791666667,0.07,1.35,0.205960630157059,96,0,10
1,6,4,"slca",2.33815217391304,0,6.28,1.4398641032852,92,0,10
2,6,4,"cphl",2.54675,0.22,19.9699999999999,3.05990724398177,80,10,30
2,6,4,"ntrz",1.37399367924528,0,5.96,1.29155152338892,106,10,30
2,6,4,"phos",0.496062992125984,0.06,1.09,0.150429814723155,127,10,30
2,6,4,"slca",2.26701030927835,0.11,5.64,1.106328542361,97,10,30
3,6,4,"cphl",1.7458024691358,0.03,19.9699999999999,2.79771373812508,81,30,100
3,6,4,"ntrz",5.14068681318681,0.02,17.07,4.20449407295773,182,30,100
3,6,4,"phos",0.700956851851852,0.2,1.68,0.235691795137547,216,30,100
3,6,4,"slca",4.37049238636364,0.12,13.74,2.80016339921961,176,30,100
4,6,4,"cphl",1.00933333333333,0.01,8.32,2.10103534568306,15,100,5000
4,6,4,"ntrz",16.935,11.38,24.26,3.51358623564217,18,100,5000
4,6,4,"phos",1.08217391304348,0.53,2.11,0.320297539537837,23,100,5000
4,6,4,"slca",12.3736842105263,6,17.76,2.8464933798278,19,100,5000
1,7,4,"cphl",1.36161110864745,0.0221,18.5599999999999,1.73511598041156,902,0,10
1,7,4,"ntrz",1.04187158469945,0,16.4029999999999,1.6338296215101,915,0,10
1,7,4,"phos",0.382465301478953,0.09,1.213,0.145887265317728,879,0,10
1,7,4,"slca",1.94840502183406,0,14.861,1.46974301896248,916,0,10
2,7,4,"cphl",1.60802993296089,0.09,13.76,1.53145229855976,895,10,30
2,7,4,"ntrz",2.13174465558195,0,10.1999999999999,1.88520019094254,842,10,30
2,7,4,"phos",0.492776986951365,0.1,1.11,0.151582585979998,843,10,30
2,7,4,"slca",2.61710273159145,0,7.91,1.32075476289669,842,10,30
3,7,4,"cphl",0.878749406005222,0.0129,7.55,1.06777243784277,1532,30,100
3,7,4,"ntrz",6.04079345531315,0.005,18.3599999999999,2.71615016893981,1421,30,100
3,7,4,"phos",0.742799154334038,0.15,1.71,0.166462822058363,1419,30,100
3,7,4,"slca",4.96083779028853,0.18,14.15,1.84136616915701,1421,30,100
4,7,4,"cphl",0.113564012539185,0,2.065,0.21547394259325,319,100,5000
4,7,4,"ntrz",11.9919511111111,1.355,23.6389999999999,3.46031192703033,450,100,5000
4,7,4,"phos",1.01054111111111,0.37,1.99,0.18608090589839,450,100,5000
4,7,4,"slca",9.09234333333333,1.048,19.308,2.61014280053972,450,100,5000
1,8,4,"cphl",0.79296875,0.1,3.68,0.746315137674577,64,0,10
1,8,4,"ntrz",1.32376623376623,0,6.43,1.80329525778215,77,0,10
1,8,4,"phos",0.607323943661972,0.1,1.95,0.337079718195134,71,0,10
1,8,4,"slca",2.91216216216216,0.79,6.76,1.67007609560883,74,0,10
2,8,4,"cphl",1.00783783783784,0.21,3.5,0.803182488809055,74,10,30
2,8,4,"ntrz",1.85339622641509,0,11.3699999999999,2.48211869832235,265,10,30
2,8,4,"phos",0.688627450980393,0.09,1.365,0.211482111525882,255,10,30
2,8,4,"slca",2.65783203125,0.36,9.81,1.89618887304617,256,10,30
3,8,4,"cphl",0.426692307692308,0.02,2.11,0.362607671176692,130,30,100
3,8,4,"ntrz",6.84292832167833,0.06,20.4899999999999,3.51921586903343,572,30,100
3,8,4,"phos",1.02479679144385,0.3,1.59,0.261103676843348,561,30,100
3,8,4,"slca",5.77420353982301,0.44,16.98,2.43145349942079,565,30,100
4,8,4,"cphl",NA,NA,NA,NA,0,100,5000
